Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
199,Gerald Green,SG,33,HOU,71,1446,11.3,0.555,0.758,0.121,2.3,11.8,6.9,4.2,1.1,1.6,8.5,19.5,0.8,1,1.8,0.061,-0.8,-2.5,-3.3,-0.5
200,JaMychal Green,PF,28,TOT,64,1345,14.8,0.586,0.366,0.21,8.5,24.7,16.6,5.8,1.6,2.3,14.4,19.5,0.9,1.9,2.9,0.102,-1.5,0,-1.5,0.2
200,JaMychal Green,PF,28,MEM,41,900,14.9,0.58,0.308,0.256,8.8,22.9,15.7,6.5,1.8,2.7,15.6,20.4,0.4,1.4,1.8,0.095,-2.1,0.6,-1.5,0.1
200,JaMychal Green,PF,28,LAC,23,445,14.5,0.598,0.484,0.116,7.9,28.4,18.5,4.3,1.3,1.2,11.9,17.5,0.5,0.6,1.1,0.116,-0.5,-1.2,-1.7,0
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
201,Jeff Green,PF,32,WAS,75,2056,13.6,0.613,0.465,0.298,3,13.2,8,9.1,1,1.6,11.5,17.5,2.9,0.8,3.6,0.085,0.3,-1.3,-1,0.5
202,Blake Griffin,PF,29,DET,73,2571,21.3,0.584,0.386,0.414,4.1,20.3,11.9,27.3,1,0.9,13.8,30.3,5.2,2.8,8,0.149,4.4,0.4,4.8,4.4
203,Daniel Hamilton,SG,23,ATL,19,204,7.1,0.455,0.383,0.1,5.1,19.6,12.2,14.6,1.4,0.4,20.3,15.7,-0.2,0.1,-0.1,-0.024,-4.9,-0.9,-5.8,-0.2
204,Dusty Hannahs,SG,25,MEM,2,26,4.6,0.311,0.417,0.167,0,4.4,2.2,28.9,1.9,0,7.2,23.9,-0.1,0,-0.1,-0.126,-7.1,-5.1,-12.2,-0.1
205,Tim Hardaway,SG,26,TOT,65,2057,13.6,0.527,0.48,0.278,1.7,9.9,5.7,12.7,1.3,0.3,8.6,25.3,1,0.8,1.8,0.043,0.5,-2.9,-2.4,-0.2
205,Tim Hardaway,SG,26,NYK,46,1499,14.4,0.531,0.464,0.321,1.8,9.7,5.6,13.4,1.3,0.3,8.9,25.9,1,0.5,1.5,0.048,1,-3.1,-2.1,0
205,Tim Hardaway,SG,26,DAL,19,558,11.7,0.514,0.524,0.161,1.4,10.3,5.9,10.9,1,0.3,7.7,23.9,0,0.3,0.4,0.031,-0.7,-2.6,-3.3,-0.2
206,James Harden,PG,29,HOU,76,2801,30.6,0.615,0.539,0.449,2.5,17.4,9.8,39.8,2.7,1.7,14.4,40.5,11.2,3.6,14.8,0.253,10.6,1.1,11.7,9.7
207,Maurice Harkless,SF,25,POR,58,1360,12.8,0.537,0.312,0.175,5.9,14,10,7.3,2.4,2.9,9.9,13.8,1.2,1.9,3.1,0.108,-0.4,2.4,2,1.4
208,Montrezl Harrell,C,25,LAC,80,2106,23.4,0.636,0.02,0.468,9.4,16.8,13.2,12.2,1.5,4.1,10.9,23.4,6,2.6,8.6,0.195,2.6,1.5,4.1,3.2
209,Devin Harris,PG,35,DAL,65,993,10.7,0.527,0.584,0.388,1.2,9.9,5.6,16.4,1.7,1.1,11.9,18.5,0.5,0.9,1.4,0.068,-1.2,-1,-2.2,-0.1
210,Gary Harris,SG,24,DEN,54,1555,12,0.524,0.391,0.227,2.7,8.1,5.4,11.1,1.6,1,9,19.9,1,1.4,2.5,0.076,-0.8,-1,-1.8,0.1
211,Joe Harris,SG,27,BRK,75,2263,13.5,0.643,0.514,0.178,2.4,10.9,6.7,11.9,0.8,0.6,12.9,17,3.7,1.6,5.3,0.113,1.4,-0.5,0.9,1.6
212,Tobias Harris,PF,26,TOT,81,2827,17.4,0.596,0.313,0.248,2.6,20.7,11.9,12.6,0.9,1,9.9,22.7,4.6,2.7,7.3,0.124,1.2,-0.6,0.7,1.9
212,Tobias Harris,PF,26,LAC,55,1903,18.3,0.605,0.302,0.256,2.1,21.3,12,12.5,1,1,10.3,23.5,3.3,1.8,5.1,0.129,1.6,-0.5,1.1,1.5
212,Tobias Harris,PF,26,PHI,26,924,15.7,0.576,0.337,0.23,3.5,19.4,11.7,12.7,0.6,1.1,9.1,21,1.4,0.8,2.2,0.114,0.5,-0.8,-0.3,0.4
213,Andrew Harrison,PG,24,TOT,17,187,5.8,0.443,0.472,0.34,3.4,8.4,5.8,17.1,1.1,0.9,16.5,16.8,-0.1,0,-0.1,-0.026,-3.8,-2.7,-6.5,-0.2
213,Andrew Harrison,PG,24,MEM,1,5,4.6,0.5,0.5,0,0,0,0,0,0,0,0,17.9,0,0,0,-0.012,-4.1,-6.2,-10.3,0
213,Andrew Harrison,PG,24,CLE,10,144,6.6,0.467,0.359,0.41,3,8.8,5.8,16.3,1.4,1.2,17.8,17,-0.1,0,-0.1,-0.021,-3.9,-2.2,-6.1,-0.1
213,Andrew Harrison,PG,24,NOP,6,38,3.1,0.349,0.833,0.167,5.5,8.1,6.8,22.3,0,0,13.4,16.1,0,0,0,-0.05,-3.1,-4.4,-7.4,-0.1
214,Shaquille Harrison,PG,25,CHI,71,1382,12.2,0.493,0.21,0.295,2.6,14.3,8.4,14.2,3.1,1.6,11.4,16.3,-0.1,1.5,1.4,0.048,-2.7,1.4,-1.3,0.3
215,Josh Hart,SG,23,LAL,67,1715,9.3,0.526,0.591,0.172,2.2,12.5,7.5,7,1.7,1.9,10.4,13.5,0.2,1.9,2.1,0.059,-1.8,1,-0.7,0.5
216,Isaiah Hartenstein,PF,20,HOU,28,221,10,0.562,0.146,0.341,10.3,13.3,11.8,9.5,1.6,4.6,21.6,11.8,0.2,0.3,0.5,0.101,-3,2.4,-0.6,0.1
217,Udonis Haslem,C,38,MIA,8,35,0,0.333,0.444,0,3,33.6,18.3,0,0,0,18.2,13.5,-0.1,0,-0.1,-0.082,-12.7,-5.1,-17.8,-0.1
218,Gordon Hayward,PF,28,BOS,71,1825,15.6,0.575,0.369,0.301,3,15.6,9.3,18.4,1.6,1.1,12.9,19.1,2.6,2.2,4.8,0.127,0.2,0.4,0.5,1.2
219,John Henson,C,28,MIL,14,188,17.2,0.553,0.463,0.149,9.2,28.1,19.2,10.1,1.7,4.9,14.4,18.6,0.1,0.4,0.6,0.147,-1.8,3.1,1.3,0.2
220,Juan Hernangomez,PF,23,DEN,68,1325,11,0.58,0.581,0.279,5.1,16.1,10.6,5,1,1.6,9.7,12.3,1.5,1.4,2.9,0.105,-0.9,-0.1,-1.1,0.3
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
221,Willy Hernangomez,C,24,CHO,57,809,20.4,0.589,0.129,0.49,15.2,26.2,20.6,11.4,1,2.1,14,22.1,1.8,0.8,2.6,0.153,0.2,-0.4,-0.2,0.4
222,Mario Hezonja,SF,23,NYK,56,1150,10.7,0.492,0.33,0.25,2.3,19.1,10.5,10.8,2.2,0.6,13.6,21,-1,1,0,-0.001,-3.6,-0.6,-4.2,-0.6
223,Isaiah Hicks,PF,24,NYK,1,4,13.8,0.568,,,0,0,0,31.5,0,0,0,9.4,0,0,0,0.132,-4.3,-10.5,-14.9,0
224,Buddy Hield,SG,26,SAC,80,2567,17.7,0.588,0.475,0.144,4,12.4,8.1,11.7,1,1.1,9.1,25.2,4.3,1.7,6,0.112,3.1,-1.9,1.2,2.1
225,Haywood Highsmith,SF,22,PHI,3,15,10.7,0.5,0.6,0,0,20.6,10.6,18.4,0,0,0,14,0,0,0,0.098,-1.5,-2.7,-4.2,0
226,Nene Hilario,C,36,HOU,40,520,11.8,0.556,0.019,0.421,6.7,18.8,12.6,6,1.7,2.3,7.3,11.4,0.7,0.6,1.3,0.123,-3.1,1.1,-2,0
227,George Hill,PG,32,TOT,58,1262,12.3,0.561,0.394,0.212,3.2,8.1,5.7,14.2,1.9,0.5,10.8,15,1.6,1.3,2.8,0.108,-0.4,-0.4,-0.8,0.4
227,George Hill,PG,32,CLE,13,344,13.5,0.604,0.262,0.187,3.7,5,4.4,16.1,1.7,0.3,14.7,17.3,0.5,0,0.5,0.067,0.3,-2.5,-2.2,0
227,George Hill,PG,32,MIL,45,918,11.9,0.543,0.449,0.223,3,9.2,6.3,13.5,1.9,0.6,9.1,14.1,1.1,1.3,2.4,0.124,-0.7,0.4,-0.3,0.4
228,Solomon Hill,SF,27,NOP,42,831,6.7,0.5,0.566,0.201,4.3,11.1,7.7,7.2,1.2,0.9,14.8,10,0.1,0.4,0.5,0.029,-2.2,-0.2,-2.4,-0.1
229,Aaron Holiday,PG,22,IND,48,600,12.1,0.519,0.484,0.193,0.9,11.1,6.1,18.7,1.6,1.9,12.3,22,0.1,0.8,0.9,0.068,-1.5,-0.9,-2.4,-0.1
230,Jrue Holiday,SG,28,NOP,67,2402,19.4,0.555,0.313,0.234,3.3,11,7.2,31.9,2.1,1.8,14.1,25.4,3.5,1.9,5.4,0.109,2.9,-0.1,2.8,2.9
231,Justin Holiday,SG,29,TOT,79,2501,9.7,0.513,0.599,0.134,1.9,11.9,6.8,8.1,2.3,1.2,11.3,15.4,-0.6,2.4,1.8,0.034,-1.5,0.7,-0.8,0.7
231,Justin Holiday,SG,29,CHI,38,1325,11,0.531,0.685,0.117,1.5,12.5,7,9.1,2.5,1.4,10.2,15.2,0.2,1.1,1.3,0.047,-0.1,0.8,0.7,0.9
231,Justin Holiday,SG,29,MEM,41,1176,8.2,0.493,0.499,0.153,2.3,11.3,6.7,7.1,2.2,1.1,12.6,15.7,-0.8,1.3,0.5,0.02,-3.1,0.5,-2.5,-0.1
232,John Holland,SF,30,CLE,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.032,-6.3,-0.9,-7.2,0
233,Rondae Hollis-Jefferson,SF,24,BRK,58,1208,12.5,0.47,0.1,0.39,6.8,19.1,13,11.6,1.6,1.7,10.6,21.4,-0.3,1.5,1.2,0.048,-4.2,1.1,-3.1,-0.3
234,Richaun Holmes,C,25,PHO,70,1184,20.7,0.647,0,0.479,10.6,20.6,15.5,7.9,1.7,5.5,10.5,17.9,3.1,1.2,4.3,0.175,-0.1,1.5,1.4,1
235,Rodney Hood,SG,26,TOT,70,1846,12.5,0.548,0.353,0.231,1.4,7.8,4.5,9.9,1.6,0.5,6.7,18.2,2.2,0.5,2.6,0.069,-0.1,-2.2,-2.2,-0.1
235,Rodney Hood,SG,26,CLE,45,1234,13,0.542,0.335,0.251,1.6,8.8,5,11.4,1.5,0.3,6.7,19.1,1.5,0,1.5,0.06,-0.1,-2.6,-2.7,-0.2
235,Rodney Hood,SG,26,POR,25,612,11.5,0.56,0.392,0.186,1.1,5.8,3.5,6.8,1.7,0.8,6.8,16.3,0.7,0.4,1.1,0.087,-0.1,-1.2,-1.3,0.1
236,Al Horford,C,32,BOS,67,1947,20.1,0.604,0.284,0.128,6.6,18.4,12.5,21,1.4,3.9,11.8,18.8,4.4,2.9,7.3,0.181,2.1,2.7,4.8,3.4
237,Danuel House,SF,25,HOU,37,933,12.3,0.648,0.705,0.295,2.9,13,7.8,5.9,1,0.9,11.4,14.3,1.6,0.6,2.2,0.113,0.4,-1.2,-0.8,0.3
238,Dwight Howard,C,33,WAS,9,230,17.4,0.638,0,0.696,11.2,28.3,19.6,2.6,1.4,1.5,15.1,19.6,0.4,0.2,0.6,0.124,-2.9,-2.3,-5.2,-0.2
239,Kevin Huerter,SG,20,ATL,73,1993,10,0.528,0.538,0.088,3,9.6,6.2,14.3,1.5,1,13.7,15.7,0.6,0.7,1.3,0.031,-1,-1.1,-2.1,-0.1
240,Isaac Humphries,C,21,ATL,3,38,-1,0.25,0.5,0,5.4,11.3,8.3,0,1.2,0,0,15,-0.1,0,-0.1,-0.129,-9.1,-5.5,-14.6,-0.1
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
241,Chandler Hutchison,SF,22,CHI,44,895,8.8,0.507,0.239,0.182,3.7,18.9,11.3,5.3,1.2,0.6,10,12.2,0,0.6,0.6,0.03,-3.9,-0.4,-4.3,-0.5
242,Serge Ibaka,C,29,TOR,73,1991,18.8,0.585,0.195,0.205,8.5,23.4,16.1,7.8,0.7,4.2,10.7,22.7,2.9,3.2,6.1,0.147,-0.6,1.2,0.6,1.3
243,Andre Iguodala,SF,35,GSW,67,1556,13.3,0.597,0.473,0.229,3.4,13.4,8.6,16.7,1.9,2.8,13.7,10.2,2.5,1.8,4.3,0.133,0.3,1.9,2.2,1.7
244,Ersan Ilyasova,PF,31,MIL,65,1189,12.2,0.557,0.418,0.181,8.6,15.8,12.4,5.6,1.3,1.4,10.1,15.7,1.3,1.8,3.2,0.128,-1,0.1,-0.9,0.3
245,Joe Ingles,PF,31,UTA,79,2484,13.4,0.581,0.596,0.153,1.5,12.2,6.9,25.7,1.8,0.6,18.3,17.5,2.3,3.6,5.9,0.114,0.9,0.8,1.8,2.4
246,Andre Ingram,SG,33,LAL,4,15,-11.9,0,0.5,0,7,6.7,6.9,0,3.1,0,14.3,19.3,-0.1,0,-0.1,-0.409,-17,-3,-20,-0.1
247,Brandon Ingram,SF,21,LAL,52,1760,13.4,0.555,0.129,0.396,2.5,13,7.8,12.9,0.7,1.4,13.1,23.2,0.6,1.4,2,0.054,-2.2,-0.6,-2.8,-0.4
248,Kyrie Irving,PG,26,BOS,66,2179,24.4,0.592,0.35,0.2,3.4,12.8,8.1,35.1,2.3,1.3,11.3,29.6,6.2,2.9,9.1,0.2,6.1,0.4,6.4,4.7
249,Jonathan Isaac,PF,21,ORL,74,1974,13,0.536,0.433,0.222,5.3,16.9,11,5.8,1.4,4.1,10.1,16.4,0.9,3,3.9,0.096,-1.9,2,0.1,1.1
250,Wesley Iwundu,SF,24,ORL,66,1191,8.6,0.532,0.287,0.389,3.3,13.2,8.2,7.7,1.1,1.4,12.2,12.9,0.5,1.3,1.8,0.073,-3.4,0.6,-2.8,-0.2
251,Demetrius Jackson,PG,24,PHI,6,39,21,0.656,0.4,0.267,5.6,2.6,4.1,19.6,2.4,0,5.6,19.1,0.2,0,0.2,0.232,4.4,-3.4,1,0
252,Frank Jackson,PG,20,NOP,61,1169,9.4,0.517,0.378,0.163,2.2,9.5,5.9,8,1,0.1,9.1,18.5,0.1,0.4,0.5,0.019,-2.2,-2.8,-5,-0.9
253,Jaren Jackson,PF,19,MEM,58,1515,16.4,0.591,0.241,0.334,5.3,15.1,10.1,7.2,1.7,5.1,12.7,22.8,1.1,2.2,3.3,0.106,-1.4,1.4,0.1,0.8
254,Josh Jackson,SG,21,PHO,77,1915,10.7,0.49,0.263,0.255,3.7,15.7,9.6,14.2,1.8,2.3,15.8,24,-2.6,1.1,-1.5,-0.037,-4.2,-0.5,-4.8,-1.3
255,Justin Jackson,SF,23,TOT,78,1539,11,0.55,0.511,0.167,2.8,11.5,7.1,8.2,0.9,0.8,5.2,14.2,1.7,0.9,2.7,0.083,-0.6,-1.1,-1.7,0.1
255,Justin Jackson,SF,23,SAC,52,1083,10.1,0.546,0.539,0.169,2.3,11.8,6.9,8.1,1,1,6.5,12.9,1,0.7,1.7,0.074,-0.9,-0.7,-1.6,0.1
255,Justin Jackson,SF,23,DAL,26,456,13.3,0.557,0.461,0.164,3.8,11,7.4,8.6,0.9,0.2,2.7,17.1,0.7,0.3,1,0.104,0.1,-2,-1.9,0
256,Reggie Jackson,PG,28,DET,79,2219,15.1,0.549,0.451,0.227,2,8.4,5.1,24.3,1.2,0.3,11.5,24.3,3,1.7,4.7,0.103,1.7,-2.1,-0.4,0.9
257,LeBron James,SF,34,LAL,55,1937,25.6,0.588,0.299,0.382,3.1,21.3,12.4,39.5,1.7,1.4,13.3,31.6,4.7,2.6,7.2,0.179,6.2,1.8,8,4.9
258,Amile Jefferson,PF,25,ORL,11,44,25.4,0.677,0,0.667,9.6,24.6,17,6.7,2.2,5.7,0,15.4,0.2,0.1,0.3,0.317,0.7,2.9,3.6,0.1
259,John Jenkins,SG,27,TOT,23,263,7.7,0.486,0.548,0.179,1.2,8.6,4.8,10,0,0.6,8.1,16,0,0,-0.1,-0.011,-3.1,-3.8,-6.9,-0.3
259,John Jenkins,SG,27,WAS,4,14,20.5,1.5,1,0,0,7.9,3.9,9.9,0,0,0,6.1,0.1,0,0.1,0.202,7.4,-5.3,2.2,0
259,John Jenkins,SG,27,NYK,19,249,6.9,0.463,0.537,0.183,1.2,8.7,4.8,10,0,0.7,8.3,16.5,-0.1,0,-0.1,-0.023,-3.7,-3.7,-7.4,-0.3
260,Jonas Jerebko,PF,31,GSW,70,1174,13.4,0.591,0.533,0.237,6.7,18.4,12.8,9.9,1,1.2,10.1,15.1,2,1.2,3.2,0.131,0.6,-0.7,-0.1,0.6
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
261,Alize Johnson,PF,22,IND,13,39,-2.2,0.235,0.182,0.364,2.9,19.5,11.4,0,0,2.3,0,14.3,-0.1,0,-0.1,-0.107,-12.4,-3.7,-16.1,-0.1
262,Amir Johnson,C,31,PHI,49,487,12.5,0.579,0.259,0.252,9.2,19,14.2,16.5,1.5,1.8,22.1,17.5,0.3,0.6,0.9,0.089,-1.6,0.7,-1,0.1
263,B.J. Johnson,SF,23,ATL,6,43,14.1,0.622,0.375,0.125,4.8,15,9.8,0,2.2,0,10.6,17.9,0,0,0.1,0.076,-3,-5.3,-8.4,-0.1
264,James Johnson,PF,31,MIA,52,1102,10.9,0.518,0.393,0.175,2,14.2,8.1,16.5,1.5,2.1,14.5,17.9,0,1.4,1.4,0.061,-2.4,0.8,-1.7,0.1
265,Stanley Johnson,SF,22,TOT,66,1208,9.6,0.485,0.489,0.145,3,16.9,9.7,10.6,2.4,1,14.7,19.4,-1.1,1.6,0.5,0.02,-3.2,0.5,-2.6,-0.2
265,Stanley Johnson,SF,22,DET,48,961,9.8,0.482,0.519,0.146,2.7,17.7,10,9.4,2.5,1.1,12.9,19.1,-0.7,1.4,0.6,0.032,-3,0.9,-2.1,0
265,Stanley Johnson,SF,22,NOP,18,247,8.9,0.496,0.374,0.143,3.8,13.7,8.8,15.1,2.3,0.3,21.2,20.4,-0.3,0.2,-0.1,-0.027,-3.8,-0.9,-4.7,-0.2
266,Tyler Johnson,PG,26,TOT,57,1529,12.5,0.532,0.494,0.241,2.4,9.9,6.1,15.9,1.7,1.6,11.7,18.5,0.9,1.4,2.3,0.072,-0.6,-0.4,-1,0.4
266,Tyler Johnson,PG,26,MIA,44,1123,12.3,0.54,0.509,0.219,1.8,9.7,5.8,14.9,1.7,1.7,12.5,19.2,0.5,1.3,1.8,0.075,-0.7,-0.1,-0.8,0.3
266,Tyler Johnson,PG,26,PHO,13,406,12.8,0.506,0.448,0.312,4,10.3,7.1,18.6,1.6,1.2,9,16.5,0.4,0.1,0.5,0.063,-0.3,-1.3,-1.6,0
267,Wesley Johnson,SF,31,TOT,38,534,5.5,0.469,0.594,0.148,2.4,11.7,7.1,5.3,1.2,1.9,11.7,12,-0.3,0.3,0,0.001,-3.6,-0.7,-4.3,-0.3
267,Wesley Johnson,SF,31,NOP,26,377,6.9,0.517,0.568,0.102,2.8,12,7.4,5.2,1.5,1.5,11.5,11.3,0,0.2,0.3,0.033,-2.5,-0.4,-2.9,-0.1
267,Wesley Johnson,SF,31,WAS,12,157,2,0.372,0.65,0.25,1.4,11.3,6.2,5.6,0.6,2.7,11.9,13.6,-0.3,0,-0.2,-0.075,-6.3,-1.5,-7.7,-0.2
268,Nikola Jokic,C,23,DEN,78,2451,26.6,0.593,0.224,0.296,9.8,27.6,18.7,37.5,2.1,2,15.5,27.3,7.7,4.2,11.9,0.232,5.9,3.8,9.8,7.3
269,Damian Jones,C,23,GSW,24,410,15.4,0.72,0,0.5,8.5,11,9.8,8.8,1.4,5.1,15.1,11.1,1,0.5,1.5,0.173,0.5,2.4,3,0.5
270,Derrick Jones,SF,21,MIA,57,1088,14.3,0.556,0.288,0.362,9.2,13.7,11.4,4.8,2.1,3.4,10.4,15.9,1.1,1.6,2.8,0.122,-1.2,1.6,0.4,0.7
271,Jalen Jones,SF,25,CLE,16,214,11.7,0.548,0.452,0.435,5.5,12.4,8.8,4.8,2.1,0.8,9.8,16.7,0.2,0.1,0.3,0.057,-1.2,-2.1,-3.3,-0.1
272,Jemerrio Jones,SF,23,LAL,4,59,10.4,0.346,0.333,0.133,12.5,18.8,15.7,10.6,3.2,2.8,15.9,13.3,-0.1,0.1,0,0.033,-4.2,3.5,-0.7,0
273,Terrence Jones,PF,27,HOU,2,5,-15.8,0.225,0.5,0.25,0,90.7,44.3,0,0,0,18.4,47.3,-0.1,0,-0.1,-0.662,-36.1,-16.2,-52.3,-0.1
274,Tyus Jones,PG,22,MIN,65,1463,13.6,0.493,0.285,0.156,1.7,7.7,4.6,27.2,2.6,0.3,9.4,14.1,1.9,0.9,2.8,0.091,-0.4,-1.3,-1.7,0.1
275,DeAndre Jordan,C,30,TOT,69,2047,19.1,0.674,0,0.592,11.7,35.3,23.5,11.6,1,3,21.4,15,4,3.1,7.1,0.167,-0.9,3.3,2.4,2.3
275,DeAndre Jordan,C,30,DAL,50,1554,18.1,0.672,0,0.613,11.2,36,23.7,9.5,1,2.9,21.3,14.4,2.7,2.5,5.3,0.163,-1.4,3.4,2,1.6
275,DeAndre Jordan,C,30,NYK,19,493,22.1,0.681,0,0.537,13.3,33.2,23,18.2,0.9,3.4,21.6,16.8,1.3,0.6,1.8,0.18,0.7,2.9,3.6,0.7
276,Cory Joseph,PG,27,IND,80,2023,10.9,0.472,0.312,0.077,2.1,12.6,7.5,20.7,2.2,0.9,12.7,13.6,0.5,2.9,3.4,0.08,-2,1.5,-0.5,0.8
277,Frank Kaminsky,C,25,CHO,44,686,16.4,0.578,0.47,0.333,5.8,18.3,11.9,12.8,0.8,1.4,10.7,21.7,1.1,0.4,1.5,0.106,0.8,-1.9,-1.1,0.2
278,Enes Kanter,C,26,TOT,65,1576,22.4,0.596,0.05,0.288,16.1,26.2,21.1,12.3,0.9,1.4,13.1,23,3.8,1.4,5.2,0.159,1.5,-0.2,1.3,1.3
278,Enes Kanter,C,26,NYK,44,1128,21.8,0.585,0.047,0.276,15.5,27.7,21.4,13,0.8,1.3,13.1,22.8,2.4,0.9,3.3,0.142,1.1,-0.2,0.8,0.8
278,Enes Kanter,C,26,POR,21,448,24.1,0.622,0.058,0.317,17.8,22.4,20.1,10.4,1.3,1.6,13.3,23.4,1.4,0.5,1.9,0.204,2.8,-0.2,2.6,0.5
279,Luke Kennard,SG,22,DET,60,1363,11.6,0.551,0.507,0.115,0.9,13.3,6.9,12.2,0.9,0.6,9.1,17.8,1.1,1.2,2.2,0.079,-0.8,-1,-1.8,0.1
280,Michael Kidd-Gilchrist,PF,25,CHO,63,1178,13.3,0.553,0.142,0.37,7.9,14.8,11.2,7.4,1.3,2.9,10,15.6,1.5,1,2.4,0.1,-1.6,0.4,-1.2,0.2
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
281,George King,SF,25,PHO,1,6,1.9,,,,0,18.8,9.3,0,0,0,,0,0,0,0,0.001,-8.8,-1.8,-10.5,0
282,Maxi Kleber,PF,27,DAL,70,1482,13.2,0.577,0.564,0.187,6.5,16.5,11.6,6.8,1.2,4.4,11.1,13.6,1.6,1.8,3.4,0.111,-0.7,2.2,1.6,1.3
283,Brandon Knight,PG,27,TOT,37,679,8.8,0.482,0.508,0.113,1.4,7.5,4.3,14.9,1.3,0.1,9.4,17.7,0,0,0,0,-1.8,-3.3,-5.1,-0.5
283,Brandon Knight,PG,27,HOU,12,118,0.8,0.347,0.681,0.234,0.9,7.7,4.2,10.7,0.8,0,8.8,20.9,-0.3,0,-0.3,-0.113,-6.8,-4.4,-11.2,-0.3
283,Brandon Knight,PG,27,CLE,25,561,10.5,0.518,0.466,0.084,1.5,7.4,4.3,15.8,1.4,0.2,9.6,17.1,0.3,0,0.3,0.024,-0.7,-3.1,-3.8,-0.3
284,Kevin Knox,PF,19,NYK,72,2063,8.6,0.477,0.393,0.241,2.9,13.2,7.9,5.6,1,0.9,10.2,22.2,-2.1,0.8,-1.3,-0.03,-3.6,-2.5,-6,-2.1
285,Furkan Korkmaz,SG,21,PHI,46,654,11.7,0.533,0.594,0.179,2.7,14,8.5,10.9,2,0.2,9,17.8,0.4,0.7,1.1,0.082,-0.6,-1.4,-2,0
286,Luke Kornet,PF,23,NYK,43,681,14.7,0.535,0.683,0.177,3.4,14.2,8.7,10.5,1.8,4,8.2,18.3,0.6,0.6,1.2,0.082,0.1,0.2,0.4,0.4
287,Kyle Korver,SG-PF,37,TOT,70,1334,11.3,0.582,0.72,0.151,0.7,12.4,6.6,8.9,0.9,0.7,10.3,18.5,1,1.3,2.3,0.084,0,-1.4,-1.5,0.2
287,Kyle Korver,PF,37,CLE,16,251,11.3,0.65,0.711,0.211,0,13.4,6.4,10.1,0.6,0.7,17,17.4,0.2,0,0.2,0.044,-0.3,-3.4,-3.6,-0.1
287,Kyle Korver,SG,37,UTA,54,1083,11.2,0.569,0.722,0.14,0.9,12.2,6.6,8.6,1,0.7,8.9,18.7,0.8,1.3,2.1,0.093,0,-1,-0.9,0.3
288,Kosta Koufos,C,29,SAC,42,502,12.3,0.477,0,0.157,10.4,26.2,18.2,9.6,1.4,3.1,14.2,15.7,0,0.7,0.7,0.064,-4.3,1.9,-2.4,-0.1
289,Rodions Kurucs,SF,20,BRK,61,1250,11,0.556,0.41,0.208,4.2,15.2,9.7,6,1.5,1.6,14.1,18.1,0.1,1.4,1.5,0.059,-2.5,0.2,-2.3,-0.1
290,Kyle Kuzma,PF,23,LAL,70,2314,14,0.546,0.388,0.23,2.7,14.1,8.5,11.5,0.8,0.9,10,23.8,1.2,1.9,3.1,0.064,-0.4,-1.4,-1.8,0.1
291,Skal Labissiere,PF,22,TOT,21,136,7.1,0.504,0.344,0.406,3.8,17.8,10.7,9.2,1,3.1,19.3,14.2,-0.1,0.1,0.1,0.019,-5,0.5,-4.5,-0.1
291,Skal Labissiere,PF,22,SAC,13,113,7,0.517,0.367,0.367,3.6,18.6,10.9,6.8,0.8,2.3,16.7,15.3,-0.1,0.1,0,0.02,-4.7,-0.4,-5.1,-0.1
291,Skal Labissiere,PF,22,POR,8,23,8,0.347,0,1,4.7,13.6,9.3,21,2.1,7,41,9,0,0,0,0.012,-6.2,5,-1.2,0
292,Jeremy Lamb,SG,26,CHO,76,2163,16.8,0.544,0.333,0.258,3.1,18,10.4,11.7,1.9,1.2,6.9,22.5,2.8,1.9,4.7,0.104,0.3,-0.6,-0.3,0.9
293,Zach LaVine,SG,23,CHI,63,2171,18.7,0.574,0.283,0.33,2,12.9,7.4,22.6,1.3,1,14.2,30.5,1.7,1.1,2.9,0.063,1.8,-1.7,0,1.1
294,Jake Layman,SF,24,POR,68,1258,14,0.602,0.434,0.164,4.9,12.7,8.9,5.7,1.2,1.9,8.9,15.9,2,1.1,3.1,0.119,0.7,-0.5,0.2,0.7
