Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
208,Isaiah Hartenstein,PF,20,HOU,27,220,10,0.562,0.146,0.341,10.4,13.8,12,8.9,1.6,4.7,21.6,11.8,,0.2,0.2,0.4,0.087,,-3,1.8,-1.2,0
209,Udonis Haslem,C,38,MIA,6,24,-3.5,0.286,0.429,0,4.5,31.3,17.9,0,0,0,22.2,16,,-0.1,0,-0.1,-0.155,,-14.2,-5.6,-19.9,-0.1
210,Gordon Hayward,PF,28,BOS,57,1477,14.5,0.548,0.396,0.279,3.4,15.2,9.2,18.5,1.7,1.2,13.3,18.8,,1.6,1.9,3.5,0.114,,-0.3,0.6,0.3,0.9
211,John Henson,C,28,MIL,14,188,17.3,0.553,0.463,0.149,9.3,28.4,19.4,10.1,1.7,4.9,14.4,18.7,,0.1,0.4,0.6,0.15,,-1.7,3.1,1.5,0.2
212,Juan Hernangomez,PF,23,DEN,58,1261,11.6,0.592,0.571,0.284,5.3,16.3,10.8,5,1,1.6,9.5,12.4,,1.7,1.3,2.9,0.112,,-0.4,-0.2,-0.6,0.5
213,Willy Hernangomez,C,24,CHO,45,617,20.3,0.582,0.129,0.476,15.7,28,21.8,10.3,0.9,2.1,13.8,22.7,,1.3,0.7,2,0.152,,-0.1,-0.7,-0.8,0.2
214,Mario Hezonja,SF,23,NYK,48,916,9.7,0.474,0.337,0.218,2.3,18.5,10.1,8.2,2.4,0.6,12.6,20.5,,-1.1,0.8,-0.3,-0.013,,-4.1,-0.7,-4.8,-0.6
215,Isaiah Hicks,PF,24,NYK,1,4,13.8,0.568,,,0,0,0,31.1,0,0,0,9.3,,0,0,0,0.132,,-4.1,-10.4,-14.5,0
216,Buddy Hield,SG,26,SAC,62,1973,17.6,0.597,0.464,0.148,4.4,12.6,8.4,11.2,0.9,1,10,25.1,,3.2,1.2,4.5,0.109,,3.1,-2,1.1,1.6
217,Haywood Highsmith,SF,22,PHI,2,9,17.3,0.75,1,0,0,11.6,6,29.8,0,0,0,9.3,,0,0,0,0.229,,3.5,-4.8,-1.3,0
218,Nene Hilario,C,36,HOU,31,409,13,0.588,0.024,0.412,6.1,19.4,12.5,6.7,1.8,2.7,7.4,11.5,,0.7,0.4,1.1,0.131,,-2.6,0.9,-1.7,0
219,George Hill,PG,32,TOT,47,1037,11.5,0.544,0.404,0.202,3.1,8.2,5.8,14.4,2,0.6,11.5,14.3,,1,1,2.1,0.095,,-0.8,-0.2,-1,0.3
219,George Hill,PG,32,CLE,13,344,13.5,0.604,0.262,0.187,3.7,5.1,4.4,16.4,1.7,0.3,14.7,17.3,,0.5,0,0.5,0.066,,0.3,-2.6,-2.3,0
219,George Hill,PG,32,MIL,34,693,10.6,0.507,0.491,0.211,2.8,9.8,6.5,13.4,2.1,0.7,9.5,12.8,,0.5,1,1.6,0.109,,-1.3,1,-0.3,0.3
220,Solomon Hill,SF,27,NOP,35,712,6.8,0.493,0.543,0.209,4.5,11.2,7.9,7.4,1.2,0.9,14,9.5,,0.1,0.4,0.5,0.035,,-1.9,0,-1.9,0
221,Aaron Holiday,PG,22,IND,39,455,11.5,0.491,0.49,0.172,1,12.2,6.8,18.1,1.6,2.4,11.6,23.2,,-0.2,0.7,0.5,0.051,,-2.2,-0.7,-2.9,-0.1
222,Jrue Holiday,SG,28,NOP,65,2338,19.6,0.555,0.315,0.24,3.4,11.1,7.4,32,2.1,1.9,14.3,25.5,,3.7,2,5.7,0.117,,3,0,3.1,3
223,Justin Holiday,SG,29,TOT,64,2045,9.3,0.502,0.604,0.123,1.7,12.4,7,8.7,2.2,1.2,11.4,15.7,,-0.9,2,1.1,0.026,,-1.8,0.7,-1.1,0.5
223,Justin Holiday,SG,29,CHI,38,1325,11,0.531,0.685,0.117,1.6,12.4,7,9.2,2.5,1.4,10.2,15.3,,0.2,1.2,1.4,0.049,,-0.1,0.9,0.8,0.9
223,Justin Holiday,SG,29,MEM,26,720,6.3,0.448,0.456,0.135,2,12.5,7.1,7.9,1.8,0.9,13.6,16.5,,-1.1,0.8,-0.2,-0.016,,-4.8,0.3,-4.5,-0.5
224,John Holland,SF,30,CLE,1,1,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.033,,-6.4,-1,-7.4,0
225,Rondae Hollis-Jefferson,SF,24,BRK,52,1134,12.1,0.467,0.105,0.39,6.6,19.1,12.8,11.6,1.6,1.7,10.4,20.8,,-0.3,1.3,1.1,0.045,,-4.1,1,-3.1,-0.3
226,Richaun Holmes,C,25,PHO,58,959,21.2,0.672,0,0.486,10.9,19.9,15.3,7.9,1.6,5.9,11.2,17.3,,2.7,0.9,3.6,0.182,,0.3,1.7,2,1
227,Rodney Hood,SG,26,TOT,54,1427,12.2,0.535,0.345,0.233,1.5,8.5,4.9,10.6,1.5,0.4,6.5,18.4,,1.5,0.1,1.6,0.055,,-0.4,-2.5,-2.9,-0.3
227,Rodney Hood,SG,26,CLE,45,1234,13,0.542,0.335,0.251,1.6,8.8,5,11.6,1.5,0.3,6.7,19.2,,1.5,0,1.5,0.06,,0,-2.7,-2.8,-0.2
227,Rodney Hood,SG,26,POR,9,193,6.7,0.473,0.429,0.089,1.1,6.5,3.9,4.2,1.5,0.8,4.9,13.4,,0,0.1,0.1,0.027,,-2.6,-1,-3.6,-0.1
228,Al Horford,C,32,BOS,53,1527,19.6,0.587,0.301,0.105,6.9,18.2,12.6,20.5,1.5,4.5,12,18.9,,3.1,2.5,5.6,0.175,,1.7,3.2,5,2.7
229,Danuel House,SF,25,HOU,25,620,12.4,0.631,0.645,0.355,3.5,13,8.1,6.1,1.1,1.4,11.4,14.1,,1,0.3,1.3,0.102,,0,-1.4,-1.4,0.1
230,Dwight Howard,C,33,WAS,9,230,17.4,0.638,0,0.696,11.2,28.7,19.8,2.6,1.4,1.5,15.1,19.6,,0.4,0.2,0.6,0.126,,-3,-2.3,-5.3,-0.2
231,Kevin Huerter,SG,20,ATL,57,1557,9.8,0.54,0.553,0.1,2.9,9.9,6.4,13.9,1.5,1.1,15.3,15.1,,0.5,0.5,1,0.031,,-1.1,-1,-2.1,0
232,Chandler Hutchison,SF,22,CHI,44,895,8.8,0.507,0.239,0.182,3.8,18.8,11.3,5.4,1.2,0.6,10,12.3,,0,0.6,0.6,0.033,,-3.9,-0.2,-4.2,-0.5
233,Serge Ibaka,C,29,TOR,59,1674,18.1,0.577,0.196,0.209,8.2,21.8,15.1,8.1,0.8,3.6,10.9,22.8,,2.3,2.4,4.7,0.135,,-0.4,1,0.6,1.1
234,Andre Iguodala,SF,35,GSW,55,1309,13.5,0.593,0.476,0.246,3.2,13.7,8.6,16.8,1.8,3,12.8,10.4,,2.1,1.4,3.5,0.13,,0.5,1.7,2.1,1.4
235,Ersan Ilyasova,PF,31,MIL,51,910,12.4,0.553,0.415,0.174,9.2,16,12.8,6.2,1.5,1.1,10.7,16,,1.1,1.5,2.5,0.133,,-0.8,0.3,-0.5,0.3
236,Joe Ingles,SF,31,UTA,62,1957,12.8,0.568,0.579,0.174,1.4,11.7,6.6,23.7,2,0.7,17.4,17.2,,1.5,2.7,4.2,0.102,,0.6,1,1.6,1.8
237,Brandon Ingram,SF,21,LAL,52,1760,13.5,0.555,0.129,0.396,2.5,12.9,7.8,12.8,0.7,1.4,13.1,23.2,,0.7,1.4,2.1,0.057,,-2.2,-0.7,-2.9,-0.4
238,Kyrie Irving,PG,26,BOS,52,1704,24.6,0.596,0.335,0.189,3.7,12,7.8,35.6,2.3,1.3,11.7,29.3,,5,2.4,7.4,0.208,,6.2,0.3,6.5,3.7
239,Jonathan Isaac,PF,21,ORL,58,1527,12.8,0.539,0.4,0.24,5.1,16.8,10.9,5.2,1.5,4.2,11,16.2,,0.6,2.3,2.9,0.091,,-2.3,2.2,0,0.8
240,Wesley Iwundu,SF,24,ORL,50,876,8.3,0.521,0.277,0.396,3.1,12.7,7.9,6.8,1.1,1.7,12.2,13.5,,0.1,0.9,1.1,0.06,,-3.8,0.6,-3.2,-0.3
241,Demetrius Jackson,PG,24,PHI,6,39,20.9,0.656,0.4,0.267,5.7,2.7,4.1,19.7,2.4,0,5.6,19.1,,0.2,0,0.2,0.233,,4.4,-3.3,1.2,0
242,Frank Jackson,PG,20,NOP,50,819,8.7,0.511,0.384,0.158,2.3,10.1,6.3,7.8,1,0.1,9.8,17.4,,0,0.3,0.3,0.018,,-2.4,-2.6,-5.1,-0.6
243,Jaren Jackson,PF,19,MEM,58,1515,16.6,0.591,0.241,0.334,5.3,15.2,10.2,7.3,1.7,5.2,12.7,23,,1.2,2.4,3.6,0.113,,-1.3,1.7,0.4,0.9
244,Josh Jackson,SG,21,PHO,64,1541,10.5,0.484,0.255,0.257,3.8,15.7,9.6,15,2,2.2,16.7,24.5,,-2.5,0.9,-1.6,-0.048,,-4.5,-0.5,-5,-1.2
245,Justin Jackson,SF,23,TOT,61,1182,9.8,0.535,0.526,0.168,2.3,11.3,6.7,7.8,1,0.9,6,13.3,,1,0.7,1.7,0.069,,-1.1,-0.8,-1.9,0
245,Justin Jackson,SF,23,SAC,52,1083,10.1,0.546,0.539,0.169,2.3,11.7,6.9,8.1,1,1,6.5,12.9,,1,0.7,1.7,0.074,,-0.8,-0.6,-1.5,0.2
245,Justin Jackson,SF,23,DAL,9,99,7.4,0.455,0.421,0.158,2.2,7.5,4.9,4.6,1,0,2.4,18,,0,0.1,0,0.012,,-3.9,-3,-6.9,-0.1
246,Reggie Jackson,PG,28,DET,61,1763,15.1,0.555,0.459,0.242,2.1,8.3,5.1,24.1,1.2,0.3,11.2,23.2,,2.8,1.5,4.3,0.117,,2,-1.7,0.3,1
247,LeBron James,SF,34,LAL,45,1598,25.7,0.593,0.307,0.39,3.1,21.6,12.6,37.3,1.8,1.4,13.2,30.6,,4.1,2.2,6.3,0.189,,6,1.8,7.8,3.9
248,Amile Jefferson,PF,25,ORL,5,20,13.8,0.521,0,1,10.6,27.2,18.8,0,2.4,0,0,12.6,,0,0,0.1,0.185,,-5.5,-3.5,-9,0
249,John Jenkins,SG,27,TOT,10,101,11.1,0.583,0.455,0.091,2,7.6,4.7,7.5,0,0,8,15.7,,0.1,0,0.1,0.03,,-1.3,-4.4,-5.7,-0.1
249,John Jenkins,SG,27,WAS,4,14,20.4,1.5,1,0,0,8,3.9,9.9,0,0,0,6.1,,0.1,0,0.1,0.201,,7.3,-5.2,2.1,0
249,John Jenkins,SG,27,NYK,6,87,9.6,0.526,0.419,0.097,2.3,7.5,4.8,7.2,0,0,8.5,17.2,,0,0,0,0.003,,-2.6,-4.3,-6.9,-0.1
250,Jonas Jerebko,PF,31,GSW,58,1029,13.3,0.589,0.531,0.219,7.3,19.1,13.4,10.1,0.8,1,10.1,14.7,,1.8,0.9,2.7,0.127,,0.8,-1,-0.3,0.5
251,Alize Johnson,PF,22,IND,11,32,-0.5,0.255,0.2,0.4,3.6,23.8,14,0,0,2.8,0,16.1,,-0.1,0,-0.1,-0.1,,-12.8,-4.2,-17,-0.1
252,Amir Johnson,C,31,PHI,39,372,12.8,0.606,0.229,0.275,7.7,20.1,14.1,17.3,1.5,1.7,22.3,17.7,,0.3,0.5,0.8,0.102,,-1.5,0.8,-0.7,0.1
253,James Johnson,PF,31,MIA,41,854,10.9,0.517,0.374,0.163,2,14.3,8.2,16.5,1.5,2,14.8,18.2,,0,1,1,0.057,,-2.5,0.6,-1.9,0
254,Stanley Johnson,SF,22,TOT,56,1043,9.1,0.469,0.505,0.144,3.1,17.3,10,9.7,2.4,1.1,13.8,19,,-1,1.5,0.4,0.02,,-3.4,0.9,-2.5,-0.1
254,Stanley Johnson,SF,22,DET,48,961,9.8,0.482,0.519,0.146,2.7,17.6,9.9,9.4,2.4,1.1,12.9,19,,-0.7,1.4,0.7,0.036,,-3,1.1,-1.9,0
254,Stanley Johnson,SF,22,NOP,8,82,0.4,0.3,0.333,0.111,7.8,13.7,10.8,13.5,1.7,0,24.1,18.7,,-0.3,0.1,-0.3,-0.159,,-7.9,-1.1,-9,-0.1
255,Tyler Johnson,PG-SG,26,TOT,52,1366,12.2,0.53,0.501,0.225,2.1,9.8,5.9,15.3,1.8,1.6,12,18.6,,0.7,1.3,1.9,0.068,,-0.8,-0.4,-1.2,0.3
255,Tyler Johnson,PG,26,MIA,44,1123,12.4,0.54,0.509,0.219,1.8,9.8,5.8,14.9,1.7,1.6,12.5,19.1,,0.5,1.2,1.8,0.075,,-0.6,-0.3,-0.9,0.3
255,Tyler Johnson,SG,26,PHO,8,243,11.1,0.474,0.459,0.257,3.6,9.9,6.7,17.2,2,1.4,8.9,16,,0.1,0.1,0.2,0.037,,-1.5,-1,-2.5,0
256,Wesley Johnson,SF,31,TOT,34,507,6.1,0.492,0.608,0.133,2.5,11.5,7.1,5.6,1.3,1.8,12.4,11.9,,-0.2,0.3,0.1,0.014,,-3,-0.6,-3.6,-0.2
256,Wesley Johnson,SF,31,NOP,26,377,7,0.517,0.568,0.102,2.8,11.9,7.5,5.2,1.5,1.5,11.5,11.4,,0,0.3,0.3,0.036,,-2.3,-0.4,-2.7,-0.1
256,Wesley Johnson,SF,31,WAS,8,130,3.5,0.428,0.719,0.219,1.7,10.3,5.9,6.8,0.7,2.6,14.6,13.4,,-0.2,0,-0.1,-0.051,,-5.1,-1.3,-6.4,-0.1
257,Nikola Jokic,C,23,DEN,61,1913,26.9,0.589,0.23,0.316,9.9,27.2,18.6,38.6,2.2,1.9,15.7,28,,6.2,3.2,9.4,0.237,,6.3,3.7,9.9,5.8
258,Damian Jones,C,23,GSW,24,410,15.4,0.72,0,0.5,8.4,11.1,9.8,8.7,1.4,5.1,15.1,11,,1,0.5,1.4,0.17,,0.6,2.2,2.9,0.5
259,Derrick Jones,SF,21,MIA,42,775,15.9,0.579,0.264,0.342,10.2,14.3,12.2,3.7,2,3.5,9.2,16.1,,1.2,1.1,2.3,0.143,,-0.6,1.1,0.4,0.5
260,Jalen Jones,SF,25,CLE,16,214,11.7,0.548,0.452,0.435,5.5,12.5,8.8,4.8,2.1,0.8,9.8,16.8,,0.2,0.1,0.3,0.057,,-1.2,-2.2,-3.4,-0.1
261,Tyus Jones,PG,22,MIN,48,1005,12.8,0.468,0.303,0.162,1.4,7.6,4.5,26.8,3,0.3,9.9,13.4,,1,0.8,1.8,0.085,,-1,-0.9,-1.8,0
262,DeAndre Jordan,C,30,TOT,58,1768,18.8,0.677,0,0.616,11.5,35.7,23.7,10,1,3,20.6,14.5,,3.5,2.9,6.4,0.173,,-1,3.4,2.4,2
262,DeAndre Jordan,C,30,DAL,50,1554,18.1,0.672,0,0.613,11.3,35.8,23.7,9.6,1,2.9,21.3,14.4,,2.8,2.6,5.4,0.167,,-1.3,3.5,2.3,1.7
262,DeAndre Jordan,C,30,NYK,8,214,23.4,0.707,0,0.635,13.2,34.6,23.5,12.4,0.7,4,16.3,15.7,,0.7,0.3,1,0.216,,0.9,2.3,3.1,0.3
263,Cory Joseph,PG,27,IND,64,1640,12,0.509,0.333,0.079,2.2,13.4,7.9,20.9,2,0.8,12.8,14,,1.1,2.3,3.4,0.1,,-1.2,1.2,0.1,0.9
264,Frank Kaminsky,C,25,CHO,27,305,15.8,0.583,0.421,0.307,7.7,16.9,12.2,14,0.8,1.7,14.5,21.3,,0.4,0.2,0.6,0.094,,0.3,-1.6,-1.3,0.1
265,Enes Kanter,C,26,TOT,48,1205,22.1,0.589,0.048,0.285,15.2,27.9,21.4,13,0.8,1.2,13.1,22.9,,2.8,1,3.8,0.152,,1.3,-0.1,1.2,1
265,Enes Kanter,C,26,NYK,44,1128,21.9,0.585,0.047,0.276,15.3,28,21.4,12.8,0.8,1.3,13.1,22.7,,2.5,0.9,3.4,0.146,,1.2,-0.1,1,0.9
265,Enes Kanter,C,26,POR,4,77,25.8,0.635,0.059,0.412,14.1,27,20.7,15,1.9,0,13,25.4,,0.3,0.1,0.4,0.234,,2.9,-0.2,2.7,0.1
266,Luke Kennard,SG,22,DET,43,921,12,0.553,0.506,0.111,1,13.9,7.3,10.8,1,0.8,8.9,18.3,,0.7,0.9,1.6,0.083,,-0.9,-0.7,-1.6,0.1
267,Michael Kidd-Gilchrist,PF,25,CHO,54,1049,13.7,0.553,0.131,0.39,8.4,14.5,11.4,6.8,1.2,3,10.1,16.3,,1.4,0.9,2.3,0.105,,-1.5,0.2,-1.3,0.2
268,George King,SF,25,PHO,1,6,1.9,,,,0,19.1,9.3,0,0,0,,0,,0,0,0,-0.001,,-8.9,-1.8,-10.6,0
269,Maxi Kleber,PF,27,DAL,56,1110,13,0.572,0.577,0.186,6.6,14.7,10.7,6.2,1.3,4.9,11.5,13.7,,1.1,1.4,2.5,0.11,,-0.8,2.5,1.6,1
270,Brandon Knight,PG,27,TOT,20,260,8.5,0.474,0.624,0.204,0.8,8.5,4.5,16.7,1.1,0,9.8,18.8,,0,0,0,-0.002,,-2.3,-4.5,-6.8,-0.3
270,Brandon Knight,PG,27,HOU,12,118,0.8,0.347,0.681,0.234,0.9,7.9,4.3,10.7,0.8,0,8.8,20.8,,-0.3,0,-0.3,-0.12,,-6.7,-5,-11.7,-0.3
270,Brandon Knight,PG,27,CLE,8,142,14.9,0.606,0.565,0.174,0.8,9,4.7,21.7,1.4,0,10.8,17.1,,0.3,0,0.3,0.097,,1.4,-4,-2.6,0
271,Kevin Knox,PF,19,NYK,55,1557,8,0.462,0.398,0.226,3.2,13.6,8.2,5.5,0.9,0.9,10.1,22.6,,-1.9,0.6,-1.4,-0.042,,-3.9,-2.6,-6.5,-1.8
272,Furkan Korkmaz,SG,21,PHI,46,654,11.6,0.533,0.594,0.179,2.7,14.2,8.6,11,2,0.2,9,17.8,,0.4,0.7,1.1,0.083,,-0.6,-1.2,-1.8,0
273,Luke Kornet,PF,23,NYK,31,476,15,0.542,0.672,0.15,3.4,13.7,8.4,10.8,2,3,8.1,18.6,,0.5,0.4,0.9,0.088,,0.7,-0.2,0.5,0.3
274,Kyle Korver,SG-PF,37,TOT,56,1049,11.7,0.605,0.703,0.165,0.7,12.5,6.6,7.9,0.8,0.9,11.4,18.3,,0.9,0.9,1.8,0.081,,0.1,-1.7,-1.7,0.1
274,Kyle Korver,PF,37,CLE,16,251,11.4,0.65,0.711,0.211,0,13.4,6.4,10.3,0.6,0.7,17,17.5,,0.2,0,0.2,0.043,,-0.2,-3.5,-3.7,-0.1
274,Kyle Korver,SG,37,UTA,40,798,11.9,0.593,0.701,0.153,1,12.2,6.6,7.2,0.9,0.9,9.8,18.6,,0.7,0.9,1.5,0.093,,0.2,-1.2,-1,0.2
275,Kosta Koufos,C,29,SAC,32,381,12.2,0.481,0,0.156,10.5,27.1,18.7,9,1.6,2.9,14.7,14.7,,0,0.6,0.6,0.072,,-4.2,2.1,-2.1,0
276,Rodions Kurucs,SF,20,BRK,46,936,11.4,0.558,0.365,0.214,4.8,14.3,9.5,6,1.4,1.1,13,18.3,,0.4,0.9,1.3,0.064,,-2.2,-0.5,-2.7,-0.2
277,Kyle Kuzma,PF,23,LAL,59,1939,14.8,0.558,0.386,0.228,3,14.5,8.9,11.3,0.8,0.9,10.2,23.8,,1.5,1.6,3.1,0.077,,0.1,-1.4,-1.4,0.3
278,Skal Labissiere,PF,22,TOT,15,117,6.6,0.517,0.367,0.367,3.4,18.7,11,6.6,0.8,2.9,18.7,15.1,,-0.1,0.1,0,0.012,,-5.2,0.1,-5.1,-0.1
278,Skal Labissiere,PF,22,SAC,13,113,6.9,0.517,0.367,0.367,3.6,18.5,10.9,6.8,0.8,2.3,16.7,15.2,,-0.1,0.1,0,0.02,,-4.7,-0.3,-5,-0.1
278,Skal Labissiere,PF,22,POR,2,4,-3.8,,,,0,26,13.3,0,0,20.1,100,10.6,,0,0,0,-0.215,,-19,11,-8,0
279,Jeremy Lamb,SG,26,CHO,59,1684,16.8,0.545,0.322,0.264,3.1,18.1,10.5,11.3,1.8,1,6.5,22.4,,2.3,1.5,3.9,0.11,,0.4,-0.8,-0.4,0.7
280,Zach LaVine,SG,23,CHI,56,1932,18.8,0.574,0.287,0.313,1.9,12.9,7.4,23.3,1.3,1,14,30.5,,1.6,1.2,2.8,0.069,,1.9,-1.6,0.3,1.1
281,Jake Layman,SF,24,POR,51,947,15.6,0.628,0.434,0.139,5.3,12.8,9.1,5.6,1.3,2,9.1,16.1,,1.8,0.9,2.7,0.136,,1.3,-0.4,0.9,0.7
282,T.J. Leaf,PF,21,IND,43,384,15.2,0.576,0.197,0.165,7.2,17.6,12.5,6.8,0.8,2.6,6.8,16.7,,0.6,0.5,1.1,0.136,,-1.5,-0.2,-1.7,0
283,Courtney Lee,SG,33,TOT,19,224,11.3,0.504,0.355,0.274,2.7,12.1,7.3,13.1,2.1,1.1,7.9,14.3,,0.1,0.2,0.3,0.069,,-2.1,-0.2,-2.3,0
283,Courtney Lee,SG,33,NYK,12,160,13.8,0.527,0.34,0.298,3.8,14.3,8.8,14.9,2.4,1.1,8.6,15.4,,0.2,0.1,0.3,0.088,,-1,0,-1,0
283,Courtney Lee,SG,33,DAL,7,64,5.2,0.429,0.4,0.2,0,6.6,3.4,8.7,1.5,1.3,5.8,11.6,,0,0.1,0,0.023,,-4.9,-0.4,-5.4,-0.1
284,Damion Lee,SG,26,GSW,21,247,11.6,0.609,0.551,0.192,3.2,12.9,8.2,1.6,1.9,0,8.6,16,,0.2,0.2,0.5,0.089,,-0.8,-3.1,-3.9,-0.1
285,Alex Len,C,25,ATL,59,1118,16.1,0.562,0.245,0.374,11.3,19.6,15.4,7.8,0.9,4.1,13.8,21.9,,1,0.8,1.9,0.079,,-1.5,-0.6,-2.1,0
286,Kawhi Leonard,SF,27,TOR,46,1589,26.2,0.607,0.257,0.405,4.2,19,11.7,16,2.6,1,8.4,30,,5.1,2.5,7.6,0.23,,4.5,0.8,5.3,2.9
287,Meyers Leonard,C,26,POR,53,772,15.9,0.675,0.472,0.206,5.8,21.8,14,11.6,0.8,0.9,13.7,14.8,,1.9,0.8,2.6,0.164,,1.7,-0.2,1.5,0.7
288,Jon Leuer,PF,29,DET,34,356,14,0.643,0.1,0.29,6.5,20.9,13.5,5.8,1.6,1,16.9,16.3,,0.4,0.5,0.9,0.121,,-2.6,0.4,-2.2,0
289,Caris LeVert,SF,24,BRK,23,635,15.1,0.517,0.315,0.242,3.2,12,7.6,22.7,2,1.2,12.7,25.1,,0.2,0.7,0.9,0.065,,-0.4,0,-0.5,0.2
290,Damian Lillard,PG,28,POR,61,2155,23.7,0.588,0.405,0.34,2.6,11.2,7,29.1,1.6,1,10.9,29.6,,7,1.9,9,0.199,,6.2,-1,5.2,3.9
291,Jeremy Lin,PG,30,TOT,56,1107,15.4,0.578,0.333,0.417,1.7,11.4,6.5,26.6,1.7,0.6,17,22.6,,1.4,0.5,2,0.085,,-0.2,-2.4,-2.6,-0.2
291,Jeremy Lin,PG,30,ATL,51,1003,16,0.594,0.342,0.435,1.7,11.2,6.3,27.1,1.8,0.6,17.6,22.7,,1.5,0.4,1.9,0.093,,0.2,-2.5,-2.3,-0.1
291,Jeremy Lin,PG,30,TOR,5,104,9.4,0.429,0.256,0.256,2.1,13.3,7.8,21.4,0.9,0.8,11.1,22.1,,-0.1,0.1,0,0.004,,-4.2,-1.2,-5.5,-0.1
292,Shaun Livingston,PG,33,GSW,50,765,11.9,0.532,0.011,0.26,5.1,8.1,6.7,15.1,1.7,2.6,13.6,12.7,,0.9,0.7,1.5,0.095,,-2,0.5,-1.5,0.1
293,Zach Lofton,SG,26,DET,1,4,-10,0,1,0,0,0,0,0,12.2,0,50,21.4,,-0.1,0,0,-0.442,,-16.9,8.2,-8.6,0
294,Kevon Looney,C,22,GSW,62,1233,16.6,0.623,0.037,0.315,14,16.4,15.2,11.1,1.3,3.2,11.9,12.2,,3.3,1.4,4.7,0.181,,1.6,1.7,3.3,1.6
295,Brook Lopez,C,30,MIL,63,1768,14.2,0.594,0.667,0.124,1.4,14,8,5.2,0.9,6.8,8.8,16.9,,1.5,3.3,4.8,0.132,,-0.3,2.8,2.5,2
296,Robin Lopez,C,30,CHI,55,1061,14.4,0.591,0.066,0.231,8.7,10,9.3,8.2,0.5,5,15.8,18.1,,0.9,0.6,1.5,0.068,,-2.1,0.7,-1.4,0.2
297,Kevin Love,PF,30,CLE,10,262,21.3,0.572,0.463,0.485,6.5,40.3,22.7,13.4,0.4,1,12.4,31,,0.5,0.2,0.6,0.117,,0.8,-3,-2.1,0
298,Kyle Lowry,PG,32,TOR,51,1762,17,0.565,0.602,0.277,2,12,7.1,36.2,2,1.3,18.1,19.3,,3.2,2.2,5.4,0.148,,2.8,0.3,3.2,2.3
299,Jordan Loyd,PG,25,TOR,8,36,10.9,0.606,0.455,0.455,3,17.7,10.5,7.6,0,0,13.2,18,,0,0,0.1,0.101,,-1.9,-2.8,-4.7,0
300,Kalin Lucas,PG,29,DET,1,6,16.6,0.532,1,2,0,56.3,27.2,20.7,0,0,0,13.4,,0,0,0,0.237,,-1,0.7,-0.3,0
301,Timothe Luwawu-Cabarrot,SF-SG,23,TOT,31,273,4.9,0.42,0.521,0.177,1.9,14.6,8.2,5.6,1.4,0.6,9.6,17.8,,-0.4,0.2,-0.2,-0.034,,-5.7,-2,-7.8,-0.4
301,Timothe Luwawu-Cabarrot,SF,23,OKC,21,123,3.5,0.383,0.512,0.14,3.3,12,7.6,4.1,1.5,0.7,9.9,16.7,,-0.2,0.1,-0.1,-0.031,,-6.7,-1.8,-8.5,-0.2
301,Timothe Luwawu-Cabarrot,SG,23,CHI,10,150,6,0.45,0.528,0.208,0.7,16.8,8.7,6.8,1.3,0.6,9.4,18.7,,-0.2,0.1,-0.1,-0.036,,-5,-2.2,-7.1,-0.2
302,Tyler Lydon,PF,22,DEN,24,90,8.1,0.573,0.588,0.176,7.2,13.3,10.2,7,1.1,0,17.9,10.5,,0.1,0.1,0.1,0.069,,-1.9,-1.3,-3.2,0
303,Trey Lyles,PF,23,DEN,55,1024,13.1,0.503,0.397,0.237,4.3,19.3,11.8,10.9,1.3,2,10.8,23.4,,0,1.2,1.2,0.058,,-2.3,-0.9,-3.2,-0.3
304,Shelvin Mack,PG,28,TOT,55,1228,10.9,0.494,0.323,0.207,1.6,8.1,4.8,23.3,1.9,0.3,12.7,18.2,,0,1.2,1.2,0.047,,-2.4,-1.3,-3.7,-0.5
304,Shelvin Mack,PG,28,MEM,53,1204,11.2,0.499,0.329,0.193,1.7,8.1,4.8,23.6,1.9,0.3,12.8,18.1,,0.1,1.2,1.3,0.051,,-2.2,-1.3,-3.5,-0.4
304,Shelvin Mack,PG,28,CHO,2,24,0.7,0.298,0,1,0,9.1,4.5,5.2,4,0,9,19.8,,-0.1,0,-0.1,-0.137,,-10.8,-0.8,-11.6,-0.1
305,Daryl Macon,SG,23,DAL,4,8,19.6,1,0,0,0,0,0,0,6,0,33.3,16.1,,0,0,0,0.086,,-0.5,1.6,1.1,0
306,J.P. Macura,SG,23,CHO,1,14,0.6,0.25,0.5,0,0,15.6,7.7,20.6,0,0,0,24.5,,-0.1,0,-0.1,-0.21,,-8.2,-5,-13.1,0
307,Ian Mahinmi,C,32,WAS,31,445,12.4,0.567,0.145,0.723,9.4,17.1,13.2,7,2.5,2.9,15.5,12.4,,0.5,0.5,1,0.105,,-2.2,1.7,-0.5,0.2
308,Thon Maker,C-PF,21,TOT,43,531,11.7,0.53,0.578,0.271,4.7,18.7,12,5.5,1.2,3.6,8.4,16.1,,0.3,0.9,1.2,0.107,,-2.4,0.8,-1.5,0.1
