Rk_x,Player,Pos,Age,Tm_x,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Rk_y,Tm_y,year0,year1,year2,year3,year4,year5,Signed Using, Guaranteed 
420,austin rivers,SG,26.0,HOU,45.0,1301.0,8.1,0.511,0.581,0.132,1.3,6.4,3.7,11.4,1.0,0.9,7.7,14.0,0.7,0.6,1.3,0.049,-1.5,-1.5,-3.0,-0.3,450,HOU,1155323,,,,,,,1155323
421,devin robinson,SF,23.0,WAS,5.0,46.0,24.0,0.621,0.0,0.5329999999999999,7.0,21.6,14.2,9.7,3.1,5.5,0.0,17.1,0.2,0.1,0.2,0.23399999999999999,0.4,2.5,2.9,0.1,,,,,,,,,,
422,duncan robinson,PF,24.0,MIA,13.0,114.0,5.0,0.465,0.813,0.094,0.0,12.2,6.1,2.4,1.3,0.0,5.7,13.3,-0.1,0.1,0.0,0.019,-4.1,-2.1,-6.2,-0.1,,,,,,,,,,
423,glenn robinson,SF,25.0,DET,45.0,568.0,8.5,0.512,0.353,0.228,3.2,8.8,5.9,4.9,1.0,1.0,8.9,15.3,0.1,0.5,0.6,0.048,-3.4,-1.1,-4.6,-0.4,233,DET,4075000,4150000,,,,,MLE,4075000
424,jerome robinson,SG,21.0,LAC,31.0,291.0,6.3,0.47,0.541,0.071,1.1,10.6,6.0,6.6,1.6,0.8,8.2,16.0,-0.2,0.2,0.0,0.006,-3.0,-1.6,-4.7,-0.2,269,LAC,3046200,3567720,3737520,5340916,,,1st Round Pick,6613920
425,mitchell robinson,C,20.0,NYK,63.0,1264.0,22.4,0.6890000000000001,0.0,0.467,13.8,18.9,16.3,4.6,1.9,10.4,9.1,12.3,3.8,2.0,5.8,0.22,0.8,5.5,6.3,2.7,415,NYK,1485440,1559712,1663861,1802057,,,MLE,3045152
426,rajon rondo,PG,32.0,LAL,46.0,1369.0,12.1,0.473,0.32899999999999996,0.083,2.6,15.4,9.2,35.5,1.9,0.4,22.1,17.4,-0.2,1.5,1.3,0.046,-2.1,0.4,-1.6,0.1,143,LAL,9000000,,,,,,,9000000
427,derrick rose,PG,30.0,MIN,51.0,1392.0,19.5,0.557,0.19399999999999998,0.212,2.5,8.3,5.4,26.3,1.1,0.7,9.1,27.3,2.7,0.4,3.0,0.10400000000000001,2.3,-2.9,-0.6,0.5,328,MIN,2176260,,,,,,Minimum Salary,2176260
428,terrence ross,SG,27.0,ORL,79.0,2094.0,14.7,0.552,0.5479999999999999,0.131,1.3,12.7,6.9,9.8,1.7,1.1,7.7,23.7,1.2,2.5,3.7,0.085,0.6,-1.2,-0.6,0.7,128,ORL,10500000,,,,,,Rookie scale extension,10500000
429,terry rozier,PG,24.0,BOS,77.0,1746.0,12.8,0.496,0.505,0.141,2.0,16.3,9.1,17.7,1.8,1.1,8.5,18.5,0.8,2.3,3.1,0.086,-1.0,0.3,-0.7,0.6,268,BOS,3050390,,,,,,1st round pick,3050390
430,ricky rubio,PG,28.0,UTA,68.0,1899.0,14.0,0.52,0.348,0.312,1.9,11.7,6.9,32.1,2.3,0.4,17.8,22.8,0.9,2.9,3.8,0.09699999999999999,-0.6,0.6,0.0,1.0,80,UTA,14975000,,,,,,1st Round Pick,14975000
431,d'angelo russell,PG,22.0,BRK,79.0,2399.0,19.2,0.53,0.41600000000000004,0.134,2.1,11.1,6.6,41.4,2.0,0.6,13.6,32.0,2.1,2.4,4.5,0.09,3.7,-0.6,3.1,3.1,174,BRK,7019698,,,,,,1st round pick,7019698
432,domantas sabonis,C,22.0,IND,73.0,1808.0,22.0,0.629,0.025,0.42,11.6,29.7,20.8,18.2,1.3,1.5,16.1,23.5,4.2,3.3,7.5,0.2,1.5,2.2,3.8,2.6,284,IND,2659800,3529555,,,,,1st Round pick,6189355
433,brandon sampson,SG,21.0,CHI,12.0,169.0,6.6,0.535,0.489,0.08900000000000001,1.9,7.2,4.5,7.6,1.1,1.0,17.6,14.7,-0.1,0.1,-0.1,-0.016,-3.8,-2.0,-5.7,-0.2,,,,,,,,,,
434,jakarr sampson,SF,25.0,CHI,3.0,94.0,29.5,0.759,0.237,0.447,4.6,23.4,13.9,5.7,1.5,2.8,6.2,22.5,0.5,0.1,0.6,0.284,4.2,-1.6,2.6,0.1,541,CHI,88531,,,,,,10-Day Contract,88531
435,dario saric,PF,24.0,TOT,78.0,1937.0,13.0,0.562,0.462,0.22,6.7,17.4,12.1,8.9,1.1,0.3,11.6,17.6,2.2,1.2,3.4,0.085,0.3,-1.2,-1.0,0.5,289,MIN,2526840,3481986,,,,,1st Round pick,6008826
435,dario saric,PF,24.0,PHI,13.0,396.0,8.1,0.496,0.53,0.22699999999999998,5.8,16.9,11.5,8.9,0.5,0.6,14.7,18.0,-0.1,0.3,0.2,0.023,-2.4,-1.4,-3.8,-0.2,289,MIN,2526840,3481986,,,,,1st Round pick,6008826
435,dario saric,PF,24.0,MIN,65.0,1541.0,14.3,0.579,0.445,0.218,6.9,17.5,12.2,8.9,1.3,0.3,10.7,17.5,2.3,0.9,3.2,0.1,1.0,-1.2,-0.2,0.7,289,MIN,2526840,3481986,,,,,1st Round pick,6008826
436,tomas satoransky,PG,27.0,WAS,78.0,2104.0,14.0,0.586,0.305,0.297,4.0,10.0,7.0,24.6,1.8,0.5,16.6,14.1,3.6,0.9,4.5,0.102,0.4,-1.0,-0.6,0.7,265,WAS,3129187,,,,,,Cap Space,3129187
437,dennis schroder,PG,25.0,OKC,76.0,2213.0,12.5,0.502,0.32299999999999995,0.205,1.6,11.4,6.4,21.1,1.3,0.5,12.5,24.3,0.2,2.3,2.6,0.055999999999999994,-1.8,-1.4,-3.2,-0.7,73,OKC,15500000,15500000,15500000,,,,1st Round Pick,46500000
438,mike scott,PF,30.0,TOT,78.0,1374.0,8.5,0.527,0.606,0.08,3.4,16.9,10.4,6.5,0.9,0.7,9.3,14.5,0.4,1.1,1.5,0.053,-1.5,-1.2,-2.7,-0.2,228,PHI,4320500,,,,,,MLE,4320500
438,mike scott,PF,30.0,LAC,52.0,748.0,9.4,0.521,0.578,0.078,3.5,20.6,12.3,8.1,1.1,0.8,10.2,15.0,0.2,0.7,0.9,0.055999999999999994,-1.6,-0.7,-2.3,-0.1,228,PHI,4320500,,,,,,MLE,4320500
438,mike scott,PF,30.0,PHI,26.0,626.0,7.5,0.535,0.6409999999999999,0.08199999999999999,3.3,12.5,8.0,4.5,0.7,0.5,8.2,13.9,0.2,0.4,0.7,0.05,-1.4,-1.8,-3.2,-0.2,228,PHI,4320500,,,,,,MLE,4320500
439,thabo sefolosha,SF,34.0,UTA,47.0,545.0,11.5,0.601,0.5379999999999999,0.16899999999999998,1.2,20.5,11.0,5.6,3.2,0.7,14.1,12.8,0.2,1.1,1.3,0.11199999999999999,-2.3,2.4,0.2,0.3,209,UTA,5250000,,,,,,Cap space,5250000
440,wayne selden,SG,24.0,TOT,73.0,1391.0,8.3,0.493,0.358,0.193,2.8,10.4,6.6,11.2,1.2,0.8,13.2,18.5,-0.9,0.7,-0.2,-0.006999999999999999,-3.5,-1.6,-5.1,-1.1,407,CHI,1544951,,,,,,,1544951
440,wayne selden,SG,24.0,MEM,32.0,455.0,8.8,0.495,0.391,0.18,3.9,7.1,5.4,12.4,1.1,1.3,11.7,19.3,-0.2,0.3,0.1,0.013999999999999999,-3.2,-2.0,-5.2,-0.4,407,CHI,1544951,,,,,,,1544951
440,wayne selden,SG,24.0,CHI,41.0,936.0,8.1,0.493,0.34,0.19899999999999998,2.3,12.0,7.1,10.6,1.2,0.6,14.0,18.0,-0.7,0.4,-0.3,-0.018000000000000002,-3.6,-1.4,-5.1,-0.7,407,CHI,1544951,,,,,,,1544951
441,collin sexton,PG,20.0,CLE,80.0,2527.0,12.1,0.52,0.24,0.214,2.4,8.1,5.2,14.9,0.8,0.2,12.2,25.3,0.0,-0.5,-0.5,-0.009000000000000001,-1.4,-3.6,-5.0,-1.9,234,CLE,4068600,4764960,4991880,6349671,,,1st Round Pick,8833560
442,landry shamet,SG,21.0,TOT,77.0,1742.0,10.8,0.601,0.711,0.162,1.3,6.3,3.9,8.7,1.0,0.4,6.8,14.9,2.5,0.9,3.4,0.094,1.3,-2.4,-1.1,0.4,365,LAC,1703640,1995120,2090040,3768342,,,1st Round Pick,3698760
442,landry shamet,SG,21.0,PHI,54.0,1108.0,10.7,0.606,0.706,0.156,1.4,5.9,3.7,7.4,1.0,0.6,6.6,15.0,1.6,0.6,2.2,0.096,1.0,-2.5,-1.5,0.1,365,LAC,1703640,1995120,2090040,3768342,,,1st Round Pick,3698760
442,landry shamet,SG,21.0,LAC,23.0,634.0,10.9,0.5920000000000001,0.721,0.174,1.0,7.0,4.1,11.0,1.0,0.1,7.3,14.7,0.9,0.3,1.2,0.091,1.8,-2.2,-0.4,0.3,365,LAC,1703640,1995120,2090040,3768342,,,1st Round Pick,3698760
443,iman shumpert,SG,28.0,TOT,61.0,1461.0,9.2,0.499,0.612,0.102,1.9,11.4,6.6,10.1,1.9,1.4,9.8,14.6,0.1,1.3,1.4,0.047,-1.5,0.2,-1.3,0.3,124,HOU,11011234,,,,,,Bird Rights,11011234
443,iman shumpert,SG,28.0,SAC,42.0,1099.0,10.1,0.511,0.58,0.11800000000000001,1.7,10.5,6.0,10.7,2.0,1.6,9.4,15.2,0.3,1.0,1.3,0.055999999999999994,-0.8,0.4,-0.5,0.4,124,HOU,11011234,,,,,,Bird Rights,11011234
443,iman shumpert,SG,28.0,HOU,19.0,362.0,6.4,0.45399999999999996,0.731,0.043,2.4,14.1,8.1,8.1,1.6,0.9,11.2,12.8,-0.2,0.3,0.1,0.02,-3.3,-0.3,-3.6,-0.2,124,HOU,11011234,,,,,,Bird Rights,11011234
444,pascal siakam,PF,24.0,TOR,78.0,2493.0,18.7,0.624,0.223,0.319,5.5,17.4,11.6,14.7,1.4,1.7,12.3,20.8,5.5,3.4,9.0,0.17300000000000001,2.0,1.4,3.4,3.4,392,TOR,1544951,2351839,,,,,1st Round pick,3896790
445,jordan sibert,SG,26.0,ATL,1.0,4.0,29.8,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.183,13.0,-6.7,6.3,0.0,562,ATL,47371,,,,,,,47371
446,ben simmons,PG,22.0,PHI,78.0,2679.0,20.0,0.5820000000000001,0.006,0.449,6.9,20.1,13.7,34.5,1.9,1.8,19.2,22.0,4.7,3.6,8.3,0.14800000000000002,1.4,2.5,4.0,4.0,184,PHI,6434520,8113930,,,,,1st Round pick,14548450
447,jonathon simmons,SG-SF,29.0,TOT,54.0,1008.0,7.6,0.451,0.29100000000000004,0.284,2.7,9.7,6.2,15.8,1.2,1.2,14.8,18.6,-1.0,1.0,0.0,0.0,-4.6,-0.6,-5.3,-0.8,191,PHI,6000000,5700000,,,,,Cap space,7000000
447,jonathon simmons,SG,29.0,ORL,41.0,845.0,7.4,0.445,0.29,0.252,2.9,9.9,6.3,15.8,1.0,1.4,15.0,19.3,-1.0,0.8,-0.2,-0.01,-4.9,-0.5,-5.4,-0.7,191,PHI,6000000,5700000,,,,,Cap space,7000000
447,jonathon simmons,SF,29.0,PHI,13.0,163.0,8.6,0.488,0.293,0.512,2.0,8.8,5.5,16.2,2.3,0.0,13.7,15.0,0.0,0.2,0.2,0.052000000000000005,-3.2,-1.2,-4.4,-0.1,191,PHI,6000000,5700000,,,,,Cap space,7000000
448,kobi simmons,PG,21.0,CLE,1.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.032,-6.3,-0.9,-7.2,0.0,547,CLE,76236,,,,,,,76236
449,anfernee simons,SG,19.0,POR,19.0,93.0,0.3,0.409,0.429,0.23800000000000002,0.0,7.9,4.0,6.0,0.0,0.0,16.2,25.2,-0.3,0.0,-0.3,-0.166,-8.6,-5.3,-13.9,-0.3,356,POR,1835520,2149560,2252040,3938818,,,1st Round Pick,3985080
450,marcus smart,SG,24.0,BOS,79.0,2180.0,13.1,0.5670000000000001,0.607,0.23,2.7,8.6,5.7,19.2,3.1,1.1,16.5,14.6,2.2,3.1,5.3,0.11599999999999999,0.5,1.2,1.8,2.1,117,BOS,11660716,12553471,13446428,14339285,,,,51999900
451,dennis smith,PG,21.0,TOT,51.0,1447.0,12.3,0.501,0.315,0.244,2.3,8.9,5.6,27.1,2.2,1.2,17.6,24.5,-1.1,1.2,0.1,0.004,-1.7,-0.8,-2.4,-0.2,238,NYK,3819960,4463640,5686677,,,,1st Round Pick,8283600
451,dennis smith,PG,21.0,DAL,32.0,908.0,11.5,0.527,0.35,0.23,2.1,9.3,5.7,24.1,2.1,1.0,20.3,23.3,-0.7,0.9,0.2,0.011000000000000001,-2.1,-0.3,-2.4,-0.1,238,NYK,3819960,4463640,5686677,,,,1st Round Pick,8283600
451,dennis smith,PG,21.0,NYK,19.0,539.0,13.7,0.465,0.267,0.264,2.7,8.2,5.3,32.2,2.3,1.4,13.5,26.3,-0.4,0.3,-0.1,-0.008,-0.9,-1.5,-2.5,-0.1,238,NYK,3819960,4463640,5686677,,,,1st Round Pick,8283600
452,ish smith,PG,30.0,DET,53.0,1178.0,11.3,0.478,0.278,0.126,2.1,11.0,6.4,25.1,1.2,0.8,11.2,19.7,0.3,1.0,1.4,0.055,-2.0,-0.9,-2.9,-0.3,192,DET,6000000,,,,,,Cap Space,6000000
453,j.r. smith,SG,33.0,CLE,11.0,222.0,7.8,0.444,0.494,0.127,0.0,9.4,4.5,13.8,2.5,1.2,11.7,18.6,-0.2,0.1,-0.2,-0.037000000000000005,-3.4,-1.7,-5.1,-0.2,82,CLE,14720000,15680000,,,,,Bird Rights,18590000
454,jason smith,PF-C,32.0,TOT,20.0,190.0,9.8,0.49200000000000005,0.441,0.271,9.0,20.2,14.6,9.7,0.7,3.1,16.4,17.5,0.0,0.2,0.2,0.038,-3.7,-0.6,-4.2,-0.1,202,NOP,5450000,,,,,,,5450000
454,jason smith,C,32.0,WAS,12.0,130.0,11.7,0.52,0.27,0.324,9.1,22.1,15.5,12.3,0.4,3.2,14.2,16.1,0.1,0.1,0.2,0.07,-2.9,-0.3,-3.2,0.0,202,NOP,5450000,,,,,,,5450000
454,jason smith,PF,32.0,MIL,6.0,40.0,6.3,0.46799999999999997,0.6920000000000001,0.154,8.1,19.2,14.0,3.1,2.3,4.2,26.5,19.8,-0.1,0.1,0.0,-0.02,-6.8,1.2,-5.7,0.0,202,NOP,5450000,,,,,,,5450000
454,jason smith,C,32.0,NOP,2.0,20.0,4.6,0.405,0.778,0.222,10.5,10.2,10.4,6.2,0.0,0.0,9.2,22.3,0.0,0.0,0.0,-0.048,-2.6,-5.8,-8.4,0.0,202,NOP,5450000,,,,,,,5450000
455,zhaire smith,SG,19.0,PHI,4.0,49.0,4.8,0.40700000000000003,0.615,0.308,2.2,12.6,7.6,7.7,1.9,3.2,16.9,15.2,-0.1,0.1,0.0,-0.021,-5.7,0.6,-5.2,0.0,286,PHI,2611800,3058800,3204600,4915856,,,1st Round Pick,5670600
456,tony snell,SF,27.0,MIL,74.0,1304.0,10.7,0.585,0.565,0.11599999999999999,2.4,9.4,6.1,6.7,0.9,1.2,5.7,12.9,1.6,1.6,3.2,0.11800000000000001,-0.6,-0.4,-1.0,0.3,126,MIL,10607143,11392857,12178571,,,,Cap space,22000000
457,ray spalding,PF,21.0,TOT,12.0,106.0,17.4,0.5820000000000001,0.03,0.273,14.5,24.5,19.4,4.4,2.3,4.7,15.9,17.8,0.1,0.1,0.2,0.09,-3.2,0.5,-2.7,0.0,474,DAL,838464,,,,,,,838464
457,ray spalding,PF,21.0,TOT,12.0,106.0,17.4,0.5820000000000001,0.03,0.273,14.5,24.5,19.4,4.4,2.3,4.7,15.9,17.8,0.1,0.1,0.2,0.09,-3.2,0.5,-2.7,0.0,518,PHO,184746,1416852,,,,,,232117
457,ray spalding,PF,21.0,TOT,12.0,106.0,17.4,0.5820000000000001,0.03,0.273,14.5,24.5,19.4,4.4,2.3,4.7,15.9,17.8,0.1,0.1,0.2,0.09,-3.2,0.5,-2.7,0.0,550,PHO,47371,,,,,,,232117
457,ray spalding,PF,21.0,DAL,1.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-6.6,0.5,-6.1,0.0,474,DAL,838464,,,,,,,838464
457,ray spalding,PF,21.0,DAL,1.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-6.6,0.5,-6.1,0.0,518,PHO,184746,1416852,,,,,,232117
457,ray spalding,PF,21.0,DAL,1.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-6.6,0.5,-6.1,0.0,550,PHO,47371,,,,,,,232117
457,ray spalding,PF,21.0,PHO,11.0,105.0,17.5,0.5820000000000001,0.03,0.273,14.6,24.7,19.6,4.5,2.3,4.7,15.9,18.0,0.1,0.1,0.2,0.091,-3.2,0.5,-2.6,0.0,474,DAL,838464,,,,,,,838464
457,ray spalding,PF,21.0,PHO,11.0,105.0,17.5,0.5820000000000001,0.03,0.273,14.6,24.7,19.6,4.5,2.3,4.7,15.9,18.0,0.1,0.1,0.2,0.091,-3.2,0.5,-2.6,0.0,518,PHO,184746,1416852,,,,,,232117
457,ray spalding,PF,21.0,PHO,11.0,105.0,17.5,0.5820000000000001,0.03,0.273,14.6,24.7,19.6,4.5,2.3,4.7,15.9,18.0,0.1,0.1,0.2,0.091,-3.2,0.5,-2.6,0.0,550,PHO,47371,,,,,,,232117
458,omari spellman,PF,21.0,ATL,46.0,805.0,12.4,0.516,0.525,0.184,9.2,16.3,12.7,8.0,1.5,2.7,10.5,14.9,0.6,0.5,1.2,0.07,-1.0,0.0,-1.1,0.2,383,ATL,1620480,1897800,1988280,3588845,,,1st Round Pick,3518280
459,nik stauskas,SG,25.0,TOT,67.0,1003.0,11.1,0.545,0.5579999999999999,0.191,1.9,11.7,6.8,11.2,1.0,0.6,12.1,17.6,0.7,0.5,1.1,0.055,-0.9,-2.2,-3.1,-0.3,382,IND,1621415,,,,,,,1621415
459,nik stauskas,SG,25.0,TOT,67.0,1003.0,11.1,0.545,0.5579999999999999,0.191,1.9,11.7,6.8,11.2,1.0,0.6,12.1,17.6,0.7,0.5,1.1,0.055,-0.9,-2.2,-3.1,-0.3,487,CLE,540472,,,,,,,540472
459,nik stauskas,SG,25.0,POR,44.0,673.0,10.8,0.545,0.546,0.157,1.6,10.9,6.3,12.6,1.0,0.5,14.0,17.9,0.3,0.5,0.8,0.055,-0.9,-1.9,-2.8,-0.1,382,IND,1621415,,,,,,,1621415
459,nik stauskas,SG,25.0,POR,44.0,673.0,10.8,0.545,0.546,0.157,1.6,10.9,6.3,12.6,1.0,0.5,14.0,17.9,0.3,0.5,0.8,0.055,-0.9,-1.9,-2.8,-0.1,487,CLE,540472,,,,,,,540472
459,nik stauskas,SG,25.0,CLE,23.0,330.0,11.7,0.545,0.585,0.264,2.6,13.3,7.7,8.3,1.1,0.8,7.8,17.0,0.4,0.0,0.4,0.054000000000000006,-0.7,-2.9,-3.5,-0.1,382,IND,1621415,,,,,,,1621415
459,nik stauskas,SG,25.0,CLE,23.0,330.0,11.7,0.545,0.585,0.264,2.6,13.3,7.7,8.3,1.1,0.8,7.8,17.0,0.4,0.0,0.4,0.054000000000000006,-0.7,-2.9,-3.5,-0.1,487,CLE,540472,,,,,,,540472
460,d.j. stephens,SG,28.0,MEM,1.0,7.0,5.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,33.3,19.2,0.0,0.0,0.0,-0.11800000000000001,-10.0,2.3,-7.6,0.0,,,,,,,,,,
461,lance stephenson,SG,28.0,LAL,68.0,1123.0,11.8,0.529,0.456,0.16899999999999998,3.0,16.5,9.9,17.4,1.7,0.5,15.6,20.3,-0.1,1.2,1.1,0.048,-1.8,-0.4,-2.1,0.0,222,LAL,4449000,,,,,,,4449000
462,edmond sumner,PG,23.0,IND,21.0,178.0,5.7,0.395,0.4,0.26,4.5,8.0,6.2,6.6,2.8,2.5,12.6,15.7,-0.3,0.3,0.0,-0.006999999999999999,-5.2,1.3,-3.9,-0.1,496,IND,449794,1588231,,,,,Two-Way Contract,449794
463,caleb swanigan,PF,21.0,TOT,20.0,160.0,2.8,0.375,0.125,0.188,9.5,28.1,19.0,6.5,1.2,0.0,25.7,18.4,-0.5,0.2,-0.3,-0.091,-9.0,-0.8,-9.8,-0.3,362,SAC,1740000,2033160,3665787,,,,1st Round Pick,3773160
463,caleb swanigan,PF,21.0,POR,18.0,145.0,3.1,0.37200000000000005,0.114,0.159,9.8,28.1,19.1,6.2,1.3,0.0,25.4,18.4,-0.4,0.2,-0.3,-0.086,-8.9,-0.7,-9.6,-0.3,362,SAC,1740000,2033160,3665787,,,,1st Round Pick,3773160
463,caleb swanigan,PF,21.0,SAC,2.0,15.0,-0.5,0.41,0.25,0.5,6.7,28.1,17.2,8.8,0.0,0.0,29.1,19.0,-0.1,0.0,0.0,-0.14400000000000002,-9.9,-1.9,-11.8,0.0,362,SAC,1740000,2033160,3665787,,,,1st Round Pick,3773160
464,jayson tatum,SF,20.0,BOS,78.0,2449.0,15.2,0.5479999999999999,0.301,0.221,3.0,17.7,10.4,10.1,1.7,2.1,9.7,22.1,1.7,3.4,5.1,0.099,-1.2,0.7,-0.6,0.9,180,BOS,6700800,7830000,9897120,,,,1st Round Pick,14530800
465,jeff teague,PG,30.0,MIN,42.0,1264.0,15.4,0.528,0.252,0.368,1.3,7.7,4.5,37.6,1.6,1.2,16.7,19.3,1.7,0.5,2.3,0.087,0.1,-2.4,-2.4,-0.1,51,MIN,19000000,19000000,,,,,Cap space,19000000
466,garrett temple,SG,32.0,TOT,73.0,2005.0,8.4,0.542,0.536,0.21100000000000002,1.5,10.3,5.8,7.4,1.8,1.4,11.6,13.3,0.2,2.0,2.1,0.051,-1.8,0.6,-1.2,0.4,159,LAC,8000000,,,,,,Cap Space,8000000
466,garrett temple,SG,32.0,MEM,49.0,1530.0,8.6,0.551,0.5429999999999999,0.196,1.3,10.0,5.6,6.7,1.6,1.6,11.4,13.9,0.1,1.5,1.6,0.05,-1.9,0.5,-1.4,0.2,159,LAC,8000000,,,,,,Cap Space,8000000
466,garrett temple,SG,32.0,LAC,24.0,475.0,7.8,0.509,0.51,0.27,2.1,11.0,6.7,9.6,2.3,0.8,12.5,11.4,0.1,0.5,0.5,0.055,-1.4,0.7,-0.7,0.2,159,LAC,8000000,,,,,,Cap Space,8000000
467,milos teodosic,PG,31.0,LAC,15.0,150.0,6.5,0.557,0.675,0.175,2.2,8.9,5.7,28.9,0.9,0.5,32.8,18.0,-0.1,0.1,-0.1,-0.017,-2.9,-3.2,-6.1,-0.2,185,LAC,6300000,,,,,,,6300000
468,jared terrell,SG,23.0,MIN,11.0,76.0,0.4,0.377,0.444,0.07400000000000001,1.4,4.3,2.8,12.2,1.9,1.1,22.3,19.8,-0.3,0.0,-0.2,-0.154,-7.8,-2.6,-10.4,-0.2,,,,,,,,,,
469,emanuel terry,PF,22.0,TOT,3.0,23.0,19.7,0.5710000000000001,0.0,0.5710000000000001,14.2,19.6,16.8,12.2,6.2,0.0,18.6,20.1,0.0,0.0,0.1,0.11800000000000001,-0.7,2.4,1.7,0.0,554,PHO,47371,,,,,,,47371
469,emanuel terry,PF,22.0,TOT,3.0,23.0,19.7,0.5710000000000001,0.0,0.5710000000000001,14.2,19.6,16.8,12.2,6.2,0.0,18.6,20.1,0.0,0.0,0.1,0.11800000000000001,-0.7,2.4,1.7,0.0,557,MIA,47371,,,,,,,47371
469,emanuel terry,PF,22.0,TOT,3.0,23.0,19.7,0.5710000000000001,0.0,0.5710000000000001,14.2,19.6,16.8,12.2,6.2,0.0,18.6,20.1,0.0,0.0,0.1,0.11800000000000001,-0.7,2.4,1.7,0.0,564,DEN,35000,,,,,,,35000
469,emanuel terry,PF,22.0,PHO,2.0,20.0,19.9,0.654,0.0,0.33299999999999996,10.9,22.6,16.7,8.0,7.2,0.0,22.5,19.1,0.0,0.0,0.1,0.129,-1.2,2.9,1.7,0.0,554,PHO,47371,,,,,,,47371
469,emanuel terry,PF,22.0,PHO,2.0,20.0,19.9,0.654,0.0,0.33299999999999996,10.9,22.6,16.7,8.0,7.2,0.0,22.5,19.1,0.0,0.0,0.1,0.129,-1.2,2.9,1.7,0.0,557,MIA,47371,,,,,,,47371
469,emanuel terry,PF,22.0,PHO,2.0,20.0,19.9,0.654,0.0,0.33299999999999996,10.9,22.6,16.7,8.0,7.2,0.0,22.5,19.1,0.0,0.0,0.1,0.129,-1.2,2.9,1.7,0.0,564,DEN,35000,,,,,,,35000
469,emanuel terry,PF,22.0,MIA,1.0,3.0,18.4,0.266,0.0,2.0,35.6,0.0,17.8,40.5,0.0,0.0,0.0,26.9,0.0,0.0,0.0,0.046,2.9,-1.4,1.5,0.0,554,PHO,47371,,,,,,,47371
469,emanuel terry,PF,22.0,MIA,1.0,3.0,18.4,0.266,0.0,2.0,35.6,0.0,17.8,40.5,0.0,0.0,0.0,26.9,0.0,0.0,0.0,0.046,2.9,-1.4,1.5,0.0,557,MIA,47371,,,,,,,47371
469,emanuel terry,PF,22.0,MIA,1.0,3.0,18.4,0.266,0.0,2.0,35.6,0.0,17.8,40.5,0.0,0.0,0.0,26.9,0.0,0.0,0.0,0.046,2.9,-1.4,1.5,0.0,564,DEN,35000,,,,,,,35000
470,daniel theis,C,26.0,BOS,64.0,876.0,17.3,0.628,0.248,0.295,10.4,16.2,13.3,10.6,1.2,4.0,10.2,16.0,2.3,1.2,3.5,0.191,0.9,1.5,2.4,1.0,437,BOS,1378242,,,,,,Minimum Salary,1378242
471,isaiah thomas,SG,29.0,DEN,11.0,157.0,7.8,0.457,0.447,0.271,3.4,5.5,4.5,18.7,0.9,0.6,15.2,30.5,-0.3,0.1,-0.2,-0.062,-4.0,-4.5,-8.5,-0.3,340,DEN,2029463,,,,,,Minimum Salary,2029463
472,khyri thomas,SG,22.0,DET,25.0,190.0,7.0,0.431,0.53,0.16699999999999998,2.2,9.6,5.8,6.1,1.8,2.2,5.3,17.0,-0.1,0.2,0.1,0.018000000000000002,-4.1,-0.5,-4.6,-0.1,468,DET,838464,838464,1663861,,,,MLE,1676928
473,lance thomas,PF,30.0,NYK,46.0,783.0,6.4,0.48200000000000004,0.401,0.183,2.7,13.2,7.8,5.0,1.0,0.8,10.1,12.9,-0.3,0.3,0.0,0.003,-4.1,-1.2,-5.3,-0.7,173,NYK,7119650,7583975,,,,,Cap Space,8119650
474,klay thompson,SG,28.0,GSW,76.0,2603.0,16.6,0.569,0.42700000000000005,0.115,1.6,10.2,6.1,10.6,1.5,1.5,7.3,25.7,2.8,2.3,5.1,0.094,1.2,-2.0,-0.8,0.8,52,GSW,18988725,,,,,,1st Round Pick,18988725
475,tristan thompson,C,27.0,CLE,43.0,1198.0,18.4,0.551,0.0,0.27899999999999997,15.4,25.6,20.3,11.2,1.2,1.2,12.1,17.7,2.1,0.5,2.7,0.107,0.2,0.2,0.4,0.7,62,CLE,17469565,18539130,,,,,Bird Rights,36008695
476,sindarius thornwell,SG,24.0,LAC,62.0,292.0,5.2,0.466,0.306,0.612,1.9,13.4,7.8,7.3,2.3,1.9,23.4,11.7,-0.3,0.3,0.0,-0.001,-5.3,1.3,-4.0,-0.1,432,LAC,1378242,1618520,,,,,MLE,1378242
