,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
509,377,Kelly Oubre,SF,23,WAS,29,755,13.2,.545,.433,.279,3.4,15.4,9.3,3.8,1.7,2.2,8.1,20.9,,0.3,0.5,0.8,.053,,-1.8,-1.8,-3.7,-0.3
510,377,Kelly Oubre,SF,23,PHO,37,1069,16.2,.550,.393,.300,4.4,14.8,9.5,8.7,2.2,2.9,10.5,24.5,,0.5,0.8,1.3,.057,,-0.5,-0.8,-1.2,0.2
511,378,Zaza Pachulia,C,34,DET,53,733,14.1,.522,.025,.638,12.7,21.7,17.1,13.6,1.9,1.9,17.1,14.7,,0.9,1.1,2.0,.134,,-2.0,3.0,1.0,0.6
512,379,Jabari Parker,PF,23,TOT,52,1381,15.1,.558,.260,.228,4.6,21.6,13.0,14.8,1.2,1.4,15.9,24.6,,-0.1,1.1,1.0,.033,,-1.7,-0.6,-2.3,-0.1
513,379,Jabari Parker,PF,23,CHI,39,1042,14.6,.543,.246,.233,4.3,21.1,12.7,13.4,1.1,1.2,14.1,25.1,,-0.2,0.8,0.6,.026,,-2.0,-0.9,-2.9,-0.2
514,379,Jabari Parker,PF,23,WAS,13,339,16.6,.610,.311,.212,5.4,23.2,14.2,19.3,1.7,2.0,21.7,23.0,,0.1,0.3,0.4,.056,,-0.9,0.6,-0.4,0.1
515,380,Tony Parker,PG,36,CHO,54,971,15.0,.503,.103,.274,1.5,7.3,4.4,33.6,1.0,0.6,12.4,25.2,,0.6,0.3,0.9,.044,,-1.7,-3.7,-5.4,-0.8
516,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
517,381,Chandler Parsons,SF,30,MEM,12,197,2.2,.376,.613,.065,0.6,14.0,7.2,8.9,2.0,1.0,15.8,17.3,,-0.6,0.3,-0.3,-0.081,,-7.0,-0.2,-7.1,-0.3
518,382,Patrick Patterson,PF,29,OKC,59,848,8.4,.497,.627,.138,4.9,12.7,8.7,4.6,0.9,1.3,8.4,12.0,,0.3,0.9,1.2,.069,,-2.8,-0.6,-3.5,-0.3
519,383,Justin Patton,C,21,PHI,3,21,10.5,.317,.286,.286,10.5,19.7,15.3,18.9,4.5,0.0,0.0,15.7,,0.0,0.0,0.0,.083,,-2.2,2.3,0.1,0.0
520,384,Chris Paul,PG,33,HOU,44,1432,18.7,.552,.490,.308,2.0,14.0,7.8,39.1,3.0,0.9,17.2,22.2,,2.9,1.5,4.4,.147,,2.2,-0.2,2.0,1.5
521,385,Cameron Payne,PG,24,TOT,40,712,11.6,.519,.377,.184,2.0,9.2,5.6,22.0,1.9,1.1,15.7,17.6,,0.1,0.4,0.5,.033,,-1.9,-1.5,-3.4,-0.3
522,385,Cameron Payne,PG,24,CHI,31,536,10.4,.492,.351,.149,2.0,8.8,5.4,22.6,1.8,1.0,16.0,17.4,,-0.1,0.3,0.2,.016,,-2.7,-1.6,-4.2,-0.3
523,385,Cameron Payne,PG,24,CLE,9,176,15.3,.596,.455,.291,1.8,10.5,6.0,20.3,2.3,1.5,15.1,18.2,,0.2,0.1,0.3,.085,,0.5,-1.5,-1.0,0.0
524,386,Elfrid Payton,PG,24,NOP,29,825,13.2,.504,.210,.159,4.1,12.6,8.4,30.6,1.8,1.1,20.3,18.2,,0.3,0.6,0.8,.049,,-1.1,-0.2,-1.3,0.1
525,387,Gary Payton,PG,26,WAS,3,16,36.9,.688,.250,.000,6.7,6.9,6.8,44.9,8.8,5.3,11.1,23.8,,0.1,0.0,0.1,.357,,9.7,5.1,14.8,0.1
526,388,Theo Pinson,SG,23,BRK,13,174,7.9,.484,.596,.281,1.2,17.6,9.5,14.5,1.4,0.0,17.9,18.9,,-0.2,0.2,0.0,.007,,-4.1,-0.6,-4.8,-0.1
527,389,Mason Plumlee,C,28,DEN,65,1333,18.7,.616,.020,.462,11.2,21.8,16.5,18.6,2.0,3.8,19.2,16.9,,2.5,2.2,4.7,.168,,0.5,3.6,4.1,2.1
528,390,Miles Plumlee,C,30,ATL,18,173,19.0,.654,.000,.625,9.7,14.4,12.0,14.9,1.6,2.0,14.0,16.8,,0.4,0.1,0.5,.147,,0.3,-0.3,0.0,0.1
529,391,Jakob Poeltl,C,23,SAS,62,968,19.0,.636,.000,.332,15.7,19.9,17.8,11.0,0.9,3.9,14.4,13.9,,2.6,1.0,3.7,.181,,1.6,1.9,3.5,1.3
530,392,Quincy Pondexter,SF,30,SAS,46,262,13.5,.631,.340,.717,3.4,14.5,8.9,11.3,1.7,0.3,12.5,13.3,,0.5,0.2,0.7,.132,,-0.2,-0.9,-1.2,0.1
531,393,Otto Porter,SF,25,TOT,53,1597,16.1,.569,.392,.148,3.6,17.1,10.3,11.0,2.4,1.7,8.6,19.0,,1.7,1.5,3.2,.096,,0.4,0.3,0.7,1.1
532,393,Otto Porter,SF,25,WAS,41,1191,14.9,.551,.398,.145,3.6,17.8,10.6,9.6,2.5,1.6,7.8,18.2,,1.0,1.1,2.1,.084,,-0.3,0.4,0.1,0.6
533,393,Otto Porter,SF,25,CHI,12,406,19.4,.616,.377,.156,3.8,15.1,9.4,14.9,2.0,1.9,10.5,21.5,,0.8,0.4,1.1,.131,,2.4,0.0,2.4,0.5
534,394,Bobby Portis,PF,23,TOT,35,889,17.2,.545,.283,.166,9.0,25.9,17.4,8.6,1.3,1.3,10.3,25.9,,0.5,0.8,1.3,.069,,-1.1,-2.0,-3.0,-0.2
535,394,Bobby Portis,PF,23,CHI,22,531,17.2,.529,.266,.185,9.4,23.8,16.6,9.3,1.0,1.3,9.0,26.6,,0.3,0.4,0.7,.065,,-0.9,-2.1,-3.0,-0.1
536,394,Bobby Portis,PF,23,WAS,13,358,17.2,.572,.310,.138,8.4,29.1,18.6,7.5,1.7,1.2,12.3,24.9,,0.2,0.4,0.6,.075,,-1.4,-1.7,-3.1,-0.1
537,395,Dwight Powell,C,27,DAL,62,1214,20.5,.679,.262,.514,8.7,17.4,13.1,11.0,1.4,2.5,10.4,17.7,,4.0,1.4,5.4,.213,,2.6,1.1,3.7,1.7
538,396,Norman Powell,SG,25,TOR,46,854,11.9,.572,.425,.196,1.7,9.6,5.7,11.6,1.5,0.9,13.3,18.8,,0.5,0.9,1.4,.080,,-0.9,-0.8,-1.7,0.1
539,397,Alex Poythress,PF,25,ATL,21,305,12.3,.571,.284,.358,9.9,16.7,13.3,7.8,0.6,2.8,12.2,14.3,,0.4,0.2,0.6,.088,,-1.5,-0.7,-2.2,0.0
540,398,Zhou Qi,PF,23,HOU,1,1,80.9,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3,,0.0,0.0,0.0,1.260,,22.3,-13.0,9.3,0.0
541,399,Ivan Rabb,PF,21,MEM,36,447,19.0,.645,.060,.306,12.2,23.4,17.7,12.5,0.9,1.9,13.6,17.8,,1.0,0.6,1.7,.178,,0.0,0.6,0.6,0.3
542,400,Chasson Randle,PG,25,WAS,34,515,10.0,.572,.510,.278,1.5,7.3,4.3,17.9,1.7,0.2,17.1,16.8,,0.3,0.2,0.4,.040,,-1.5,-2.9,-4.4,-0.3
543,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
544,401,Julius Randle,C,24,NOP,62,1880,21.1,.605,.173,.468,7.2,22.5,15.0,15.2,1.1,1.7,13.2,26.8,,4.0,1.7,5.7,.146,,1.9,-0.3,1.6,1.7
545,402,J.J. Redick,SG,34,PHI,63,1971,14.4,.592,.583,.245,0.9,7.0,4.1,12.9,0.6,0.5,8.3,21.8,,3.5,1.1,4.6,.111,,2.2,-3.2,-1.0,0.5
546,403,Davon Reed,SG,23,IND,8,22,7.9,.625,.250,.000,5.2,4.9,5.1,11.8,0.0,0.0,20.0,9.9,,0.0,0.0,0.0,.071,,-2.5,-2.3,-4.8,0.0
547,404,Cameron Reynolds,SG,23,MIN,4,45,6.7,.432,.538,.154,2.4,7.2,4.8,2.9,1.1,1.9,0.0,12.9,,0.0,0.0,0.0,.017,,-3.3,-2.0,-5.3,0.0
548,405,Josh Richardson,SG,25,MIA,64,2225,14.5,.545,.446,.231,2.3,8.7,5.5,17.8,1.5,1.2,9.4,21.4,,3.1,2.0,5.1,.110,,1.3,-0.8,0.5,1.4
549,406,Malachi Richardson,SG,23,TOR,22,103,0.9,.481,.862,.172,2.1,11.4,6.8,0.0,0.5,0.0,20.4,16.2,,-0.2,0.1,-0.1,-0.060,,-6.2,-4.5,-10.7,-0.2
550,407,Austin Rivers,PG-SG,26,TOT,63,1738,7.9,.509,.573,.170,1.4,8.0,4.6,11.8,1.1,1.0,10.5,14.6,,0.4,0.5,0.9,.026,,-1.8,-1.7,-3.5,-0.6
551,407,Austin Rivers,SG,26,WAS,29,683,6.8,.490,.546,.237,1.7,9.7,5.7,11.2,1.2,1.2,14.4,15.5,,-0.4,0.2,-0.2,-0.014,,-3.0,-1.5,-4.5,-0.4
552,407,Austin Rivers,PG,26,HOU,34,1055,8.7,.523,.590,.127,1.2,6.9,4.0,12.2,1.0,0.9,7.6,14.1,,0.8,0.3,1.1,.051,,-1.0,-1.8,-2.8,-0.2
553,408,Devin Robinson,SF,23,WAS,4,32,26.0,.607,.000,.462,6.7,17.3,11.9,10.1,4.4,2.6,0.0,20.7,,0.1,0.0,0.1,.222,,1.3,1.1,2.4,0.0
554,409,Duncan Robinson,PF,24,MIA,9,77,7.8,.551,.850,.100,0.0,14.0,7.0,1.8,1.3,0.0,4.6,12.1,,0.0,0.1,0.1,.064,,-2.6,-2.4,-4.9,-0.1
555,410,Glenn Robinson,SF,25,DET,39,499,7.6,.493,.349,.240,2.5,9.0,5.7,4.3,1.1,1.2,9.5,15.3,,-0.1,0.5,0.4,.035,,-4.1,-0.7,-4.8,-0.4
556,411,Jerome Robinson,SG,21,LAC,25,228,6.6,.466,.519,.074,1.4,11.2,6.5,5.5,1.5,0.7,4.6,16.2,,-0.1,0.2,0.1,.019,,-2.7,-1.9,-4.6,-0.1
557,412,Mitchell Robinson,C,20,NYK,51,973,22.1,.691,.000,.438,13.8,16.5,15.1,4.4,1.9,10.7,10.1,12.1,,2.8,1.5,4.4,.216,,0.8,5.7,6.5,2.1
558,413,Rajon Rondo,PG,32,LAL,32,915,11.9,.479,.316,.084,2.9,15.8,9.5,35.5,1.6,0.4,22.7,17.4,,-0.1,0.9,0.8,.044,,-2.2,0.1,-2.1,0.0
559,414,Derrick Rose,PG,30,MIN,51,1392,19.6,.557,.194,.212,2.5,8.3,5.4,26.2,1.1,0.7,9.1,27.2,,2.8,0.4,3.2,.111,,2.4,-2.9,-0.5,0.5
560,415,Terrence Ross,SG,27,ORL,67,1765,14.8,.549,.526,.127,1.4,12.8,7.0,9.6,1.6,1.2,7.3,24.1,,0.9,2.0,2.9,.080,,0.5,-1.4,-0.9,0.5
561,416,Terry Rozier,PG,24,BOS,66,1520,13.6,.505,.508,.144,2.0,16.9,9.4,18.2,2.0,1.1,8.7,18.6,,1.0,2.1,3.1,.099,,-0.6,0.6,0.0,0.8
562,417,Ricky Rubio,PG,28,UTA,56,1613,13.2,.515,.368,.270,1.8,11.9,6.9,31.5,2.3,0.4,18.4,22.7,,0.2,2.3,2.5,.073,,-0.9,0.5,-0.4,0.7
563,418,D'Angelo Russell,PG,22,BRK,68,2035,19.0,.531,.417,.138,2.0,10.8,6.4,40.2,1.8,0.7,13.4,31.1,,2.0,2.1,4.1,.096,,3.4,-0.8,2.6,2.3
564,419,Domantas Sabonis,C,22,IND,60,1487,22.7,.645,.025,.436,11.6,29.3,20.7,17.7,1.4,1.6,16.6,23.2,,3.8,2.8,6.6,.213,,1.8,2.3,4.1,2.3
565,420,Brandon Sampson,SG,21,CHI,4,28,16.0,.857,.571,.000,0.0,15.7,7.8,5.6,0.0,0.0,0.0,11.0,,0.1,0.0,0.1,.174,,2.3,-3.7,-1.4,0.0
566,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
567,421,Dario Saric,PF,24,TOT,66,1628,12.7,.556,.476,.206,6.8,18.1,12.4,8.8,1.1,0.4,11.8,17.4,,1.7,1.1,2.8,.084,,0.1,-1.2,-1.0,0.4
568,421,Dario Saric,PF,24,PHI,13,396,8.1,.496,.530,.227,5.8,17.0,11.6,9.0,0.5,0.6,14.7,18.0,,-0.1,0.3,0.2,.027,,-2.4,-1.2,-3.6,-0.2
569,421,Dario Saric,PF,24,MIN,53,1232,14.1,.576,.459,.200,7.1,18.4,12.7,8.8,1.3,0.3,10.8,17.2,,1.8,0.8,2.6,.102,,0.9,-1.1,-0.2,0.6
570,422,Tomas Satoransky,SG,27,WAS,65,1687,14.3,.602,.311,.275,4.2,10.0,7.1,24.2,1.8,0.6,16.8,14.0,,3.1,0.7,3.8,.109,,0.6,-0.9,-0.4,0.7
571,423,Dennis Schroder,PG,25,OKC,64,1842,13.0,.503,.313,.209,1.7,11.2,6.4,21.3,1.4,0.5,12.7,25.1,,0.1,2.0,2.2,.056,,-1.8,-1.4,-3.2,-0.6
572,424,Mike Scott,PF,30,TOT,65,1052,9.1,.525,.591,.088,3.4,17.8,10.8,7.5,1.1,0.8,10.3,15.2,,0.2,1.0,1.2,.055,,-1.5,-0.9,-2.3,-0.1
573,424,Mike Scott,PF,30,LAC,52,748,9.5,.521,.578,.078,3.5,20.5,12.3,8.1,1.1,0.8,10.2,15.0,,0.2,0.7,0.9,.059,,-1.5,-0.6,-2.1,0.0
574,424,Mike Scott,PF,30,PHI,13,304,8.2,.535,.622,.112,3.3,10.9,7.2,5.9,1.1,0.8,10.4,15.9,,0.0,0.3,0.3,.047,,-1.4,-1.5,-2.9,-0.1
575,425,Thabo Sefolosha,SF,34,UTA,36,369,11.8,.617,.554,.169,1.8,23.3,12.6,4.9,3.4,0.7,16.0,12.3,,0.1,0.7,0.8,.109,,-2.6,2.4,-0.1,0.2
576,426,Wayne Selden,SG,24,TOT,61,1110,8.6,.505,.378,.207,2.7,9.0,5.8,11.4,1.1,1.0,12.7,17.6,,-0.4,0.7,0.2,.010,,-3.1,-1.5,-4.7,-0.7
577,426,Wayne Selden,SG,24,MEM,32,455,8.9,.495,.391,.180,3.9,7.1,5.5,12.5,1.1,1.3,11.7,19.5,,-0.2,0.4,0.2,.020,,-3.1,-1.7,-4.9,-0.3
578,426,Wayne Selden,SG,24,CHI,29,655,8.3,.513,.366,.230,1.8,10.4,6.1,10.6,1.1,0.8,13.6,16.3,,-0.2,0.3,0.0,.004,,-3.1,-1.4,-4.5,-0.4
579,427,Collin Sexton,PG,20,CLE,67,2058,10.7,.497,.214,.223,2.5,8.6,5.4,15.6,0.9,0.2,12.6,25.3,,-1.0,-0.3,-1.3,-0.030,,-2.5,-3.4,-6.0,-2.1
580,428,Landry Shamet,SG-PG,21,TOT,66,1452,11.2,.616,.713,.174,1.2,6.3,3.8,7.8,1.1,0.5,6.9,15.0,,2.3,0.9,3.1,.104,,1.4,-2.2,-0.8,0.4
581,428,Landry Shamet,SG,21,PHI,54,1108,10.7,.606,.706,.156,1.4,6.0,3.8,7.5,1.0,0.6,6.6,15.0,,1.6,0.7,2.3,.099,,1.0,-2.3,-1.2,0.2
582,428,Landry Shamet,PG,21,LAC,12,344,12.7,.649,.735,.235,0.6,7.1,4.0,8.9,1.2,0.2,8.2,15.0,,0.7,0.2,0.9,.120,,2.7,-2.0,0.6,0.2
583,429,Iman Shumpert,SG,28,TOT,50,1230,9.4,.500,.603,.106,1.8,10.6,6.1,10.5,1.9,1.5,9.4,15.0,,0.1,1.1,1.2,.048,,-1.2,0.2,-1.0,0.3
584,429,Iman Shumpert,SG,28,SAC,42,1099,10.1,.511,.580,.118,1.7,10.4,6.0,10.8,2.0,1.6,9.4,15.2,,0.3,1.0,1.3,.057,,-0.9,0.5,-0.4,0.5
585,429,Iman Shumpert,SG,28,HOU,8,131,3.7,.392,.811,.000,2.5,11.4,6.8,8.4,1.5,0.7,9.8,13.6,,-0.1,0.1,-0.1,-0.023,,-4.1,-1.7,-5.8,-0.1
586,430,Pascal Siakam,PF,24,TOR,67,2132,18.6,.626,.222,.328,5.4,18.0,11.8,13.9,1.4,1.7,12.0,20.0,,4.9,2.8,7.7,.173,,2.0,1.5,3.4,2.9
587,431,Jordan Sibert,SG,26,ATL,1,4,29.9,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,,0.0,0.0,0.0,.183,,13.0,-6.8,6.3,0.0
588,432,Ben Simmons,PG,22,PHI,66,2262,19.9,.581,.005,.451,7.1,21.0,14.3,35.1,1.9,1.7,20.0,22.3,,3.7,3.2,6.9,.146,,1.4,2.8,4.2,3.5
589,433,Jonathon Simmons,SG-SF,29,TOT,51,974,7.5,.449,.294,.272,2.7,9.8,6.2,16.0,1.2,1.2,15.0,18.8,,-1.1,0.9,-0.1,-0.007,,-4.7,-0.7,-5.4,-0.8
590,433,Jonathon Simmons,SG,29,ORL,41,845,7.5,.445,.290,.252,2.9,9.9,6.3,16.0,1.0,1.4,15.0,19.3,,-1.0,0.8,-0.2,-0.014,,-4.9,-0.6,-5.5,-0.7
591,433,Jonathon Simmons,SF,29,PHI,10,129,7.6,.480,.324,.441,1.7,8.8,5.4,16.5,2.2,0.0,14.7,15.5,,0.0,0.1,0.1,.040,,-3.5,-1.2,-4.7,-0.1
592,434,Kobi Simmons,PG,21,CLE,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.031,,-6.4,-0.9,-7.2,0.0
593,435,Anfernee Simons,SG,19,POR,13,69,-5.4,.315,.400,.133,0.0,10.6,5.4,7.9,0.0,0.0,20.1,24.4,,-0.4,0.0,-0.4,-0.271,,-12.0,-4.4,-16.4,-0.3
594,436,Marcus Smart,SG,24,BOS,67,1838,13.2,.572,.631,.245,2.8,8.7,5.7,19.1,3.1,1.2,16.5,14.3,,2.1,2.7,4.7,.124,,0.7,1.4,2.1,1.9
595,437,Dennis Smith,PG,21,TOT,48,1383,12.8,.508,.318,.251,2.1,8.7,5.4,27.9,2.2,1.2,17.5,24.2,,-0.7,1.2,0.5,.017,,-1.4,-0.8,-2.2,-0.1
596,437,Dennis Smith,PG,21,DAL,32,908,11.6,.527,.350,.230,2.2,9.3,5.7,24.4,2.1,1.0,20.3,23.3,,-0.6,0.9,0.3,.014,,-2.1,-0.3,-2.4,-0.1
597,437,Dennis Smith,PG,21,NYK,16,475,15.1,.478,.267,.284,2.1,7.5,4.7,34.6,2.3,1.6,12.8,25.9,,-0.1,0.3,0.2,.024,,-0.1,-1.7,-1.7,0.0
598,438,Ish Smith,PG,30,DET,40,894,11.0,.490,.307,.128,1.3,10.8,5.9,23.9,1.0,1.0,11.7,19.3,,0.3,0.8,1.1,.058,,-2.1,-0.8,-2.9,-0.2
599,439,J.R. Smith,SG,33,CLE,11,222,7.8,.444,.494,.127,0.0,9.4,4.5,14.0,2.5,1.2,11.7,18.6,,-0.2,0.1,-0.2,-0.035,,-3.5,-1.7,-5.1,-0.2
600,440,Jason Smith,C-PF,32,TOT,18,170,10.4,.507,.380,.280,8.9,21.5,15.2,10.1,0.8,3.5,17.6,17.0,,0.0,0.2,0.2,.050,,-3.9,0.1,-3.7,-0.1
601,440,Jason Smith,C,32,WAS,12,130,11.7,.520,.270,.324,9.1,22.2,15.5,12.2,0.4,3.3,14.2,16.1,,0.1,0.1,0.2,.071,,-3.0,-0.2,-3.2,0.0
602,440,Jason Smith,PF,32,MIL,6,40,6.4,.468,.692,.154,8.2,19.4,14.1,3.1,2.3,4.2,26.5,19.9,,-0.1,0.1,0.0,-0.019,,-6.7,1.2,-5.6,0.0
603,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
604,441,Tony Snell,SG,27,MIL,67,1174,10.8,.590,.566,.113,2.4,8.7,5.7,6.6,0.9,1.0,5.8,13.1,,1.6,1.4,2.9,.119,,-0.4,-0.6,-1.0,0.3
605,442,Ray Spalding,PF,21,TOT,2,5,-5.5,.000,.000,.000,0.0,22.7,11.1,0.0,0.0,0.0,0.0,8.6,,0.0,0.0,0.0,-0.200,,-15.4,-4.1,-19.5,0.0
606,442,Ray Spalding,PF,21,DAL,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.000,,-6.6,0.5,-6.1,0.0
607,442,Ray Spalding,PF,21,PHO,1,4,-6.9,.000,.000,.000,0.0,28.4,13.9,0.0,0.0,0.0,0.0,10.7,,0.0,0.0,0.0,-0.250,,-17.6,-5.2,-22.8,0.0
608,443,Omari Spellman,PF,21,ATL,46,805,12.5,.516,.525,.184,9.3,16.4,12.8,8.1,1.5,2.7,10.5,14.9,,0.6,0.6,1.2,.072,,-1.0,0.0,-1.0,0.2
609,444,Nik Stauskas,SG,25,TOT,54,815,10.6,.535,.556,.175,2.0,11.5,6.8,11.8,1.0,0.5,12.7,17.7,,0.4,0.5,0.9,.050,,-1.1,-2.1,-3.2,-0.3
610,444,Nik Stauskas,SG,25,POR,44,673,10.8,.545,.546,.157,1.6,10.9,6.3,12.7,1.0,0.5,14.0,17.9,,0.3,0.4,0.7,.053,,-1.0,-1.9,-2.9,-0.2
611,444,Nik Stauskas,SG,25,CLE,10,142,9.8,.488,.609,.261,3.8,14.7,9.0,7.1,1.1,0.6,5.5,16.7,,0.1,0.0,0.1,.034,,-1.7,-3.0,-4.7,-0.1
612,445,D.J. Stephens,SG,28,MEM,1,7,5.6,.500,.000,.000,0.0,0.0,0.0,0.0,7.1,0.0,33.3,19.3,,0.0,0.0,0.0,-0.113,,-10.0,2.5,-7.4,0.0
613,446,Lance Stephenson,SG,28,LAL,61,952,12.5,.537,.446,.172,3.0,15.8,9.6,17.7,1.8,0.5,15.5,21.1,,0.0,1.0,1.0,.052,,-1.4,-0.6,-2.0,0.0
614,447,Edmond Sumner,PG,23,IND,19,170,4.7,.378,.408,.245,4.7,7.7,6.2,6.1,2.6,2.6,12.8,16.0,,-0.3,0.3,-0.1,-0.024,,-5.7,1.1,-4.6,-0.1
615,448,Caleb Swanigan,PF,21,POR,18,145,3.2,.372,.114,.159,9.8,28.1,19.1,6.3,1.3,0.0,25.4,18.4,,-0.4,0.2,-0.3,-0.087,,-9.0,-0.7,-9.6,-0.3
616,449,Jayson Tatum,SF,20,BOS,67,2086,15.6,.553,.304,.234,3.2,18.1,10.6,8.9,1.7,2.2,9.6,22.4,,1.6,3.1,4.6,.107,,-1.2,0.6,-0.6,0.7
617,450,Jeff Teague,PG,30,MIN,42,1264,15.5,.528,.252,.368,1.3,7.7,4.5,37.5,1.6,1.2,16.7,19.2,,1.8,0.6,2.4,.091,,0.2,-2.4,-2.3,-0.1
618,451,Garrett Temple,SG,32,TOT,61,1753,8.2,.537,.543,.208,1.3,10.1,5.7,7.1,1.6,1.5,11.2,13.4,,0.0,1.9,1.9,.052,,-2.0,0.7,-1.3,0.3
619,451,Garrett Temple,SG,32,MEM,49,1530,8.7,.551,.543,.196,1.3,10.0,5.6,6.8,1.6,1.6,11.4,14.0,,0.1,1.7,1.8,.056,,-1.9,0.7,-1.1,0.3
620,451,Garrett Temple,SG,32,LAC,12,223,4.4,.416,.550,.325,1.5,10.6,6.2,9.6,1.3,1.4,9.9,9.6,,-0.1,0.2,0.1,.021,,-3.0,0.5,-2.5,0.0
621,452,Milos Teodosic,PG,31,LAC,15,150,6.6,.557,.675,.175,2.2,8.9,5.7,29.0,0.9,0.5,32.8,18.0,,-0.1,0.1,0.0,-0.015,,-2.8,-3.0,-5.8,-0.1
622,453,Jared Terrell,SG,23,MIN,8,69,2.0,.391,.423,.077,1.5,4.7,3.1,13.6,2.1,1.2,20.7,20.5,,-0.2,0.0,-0.2,-0.129,,-7.0,-2.4,-9.4,-0.1
623,454,Emanuel Terry,PF,22,TOT,3,23,19.8,.571,.000,.571,14.2,19.8,16.9,12.2,6.2,0.0,18.6,20.1,,0.0,0.0,0.1,.119,,-0.7,2.4,1.7,0.0
624,454,Emanuel Terry,PF,22,PHO,2,20,20.0,.654,.000,.333,10.9,22.7,16.7,8.0,7.2,0.0,22.5,19.1,,0.0,0.0,0.1,.130,,-1.2,3.0,1.8,0.0
625,454,Emanuel Terry,PF,22,MIA,1,3,18.5,.266,.000,2.000,35.9,0.0,18.0,40.4,0.0,0.0,0.0,26.8,,0.0,0.0,0.0,.046,,3.1,-1.6,1.5,0.0
626,455,Daniel Theis,C,26,BOS,54,768,17.8,.638,.253,.293,10.3,17.3,13.8,11.2,1.2,4.1,10.9,16.0,,2.1,1.1,3.2,.200,,1.1,1.8,2.9,1.0
627,456,Isaiah Thomas,PG,29,DEN,9,140,7.4,.462,.440,.253,3.8,5.5,4.6,15.8,1.0,0.6,16.1,30.1,,-0.3,0.1,-0.2,-0.074,,-4.3,-4.4,-8.8,-0.2
628,457,Khyri Thomas,SG,22,DET,22,183,7.5,.455,.550,.183,2.3,9.2,5.7,5.5,1.9,1.9,5.8,16.1,,-0.1,0.2,0.1,.038,,-3.5,-0.2,-3.6,-0.1
629,458,Lance Thomas,PF,30,NYK,34,566,7.0,.478,.397,.185,3.2,13.0,8.0,4.8,1.4,0.9,8.7,12.9,,-0.1,0.3,0.2,.017,,-3.6,-0.8,-4.5,-0.4
630,459,Klay Thompson,SG,28,GSW,63,2167,17.3,.577,.425,.124,1.6,10.2,6.1,10.4,1.6,1.6,7.4,25.9,,2.8,1.7,4.5,.100,,1.6,-2.1,-0.5,0.8
631,460,Tristan Thompson,C,27,CLE,35,1043,18.6,.547,.000,.258,15.7,26.1,20.7,11.4,1.3,1.3,12.0,17.5,,1.9,0.6,2.4,.112,,0.3,0.5,0.8,0.7
632,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
633,461,Sindarius Thornwell,SG,24,LAC,50,266,4.4,.470,.333,.578,1.7,13.1,7.6,7.2,2.1,1.2,24.2,11.8,,-0.3,0.3,0.0,-0.009,,-5.2,0.8,-4.4,-0.2
634,462,Anthony Tolliver,PF,33,MIN,50,792,8.9,.594,.841,.228,1.6,15.7,8.6,4.6,0.8,1.5,12.2,12.5,,0.5,0.4,1.0,.060,,-0.9,-1.3,-2.2,0.0
635,463,Karl-Anthony Towns,C,23,MIN,64,2127,26.9,.628,.280,.338,10.9,28.7,19.7,16.4,1.3,4.4,12.9,28.1,,6.8,2.9,9.6,.217,,5.3,2.0,7.3,5.0
636,464,Gary Trent,SG,20,POR,9,38,0.6,.337,.474,.211,0.0,11.0,5.6,3.6,0.0,2.1,4.6,24.2,,-0.1,0.0,-0.1,-0.154,,-9.0,-4.8,-13.7,-0.1
637,465,Allonzo Trier,SG,23,NYK,60,1371,12.8,.576,.254,.451,2.1,12.4,7.1,12.7,1.0,0.9,15.8,21.0,,0.8,0.5,1.3,.046,,-1.7,-1.7,-3.4,-0.5
