,Unnamed: 0,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
252,252,194,Jeff Green,PF,32,WAS,64,1790,13.7,.611,.463,.295,3.1,13.9,8.4,9.6,0.9,1.6,11.5,17.5,2.6,0.6,3.2,.086,0.3,-1.3,-1.0,0.4
253,253,195,Blake Griffin,PF,29,DET,62,2217,21.1,.586,.373,.409,4.0,20.3,12.0,26.7,0.9,1.0,14.2,30.1,4.4,2.5,6.9,.149,4.2,0.6,4.8,3.8
254,254,196,Daniel Hamilton,SG,23,ATL,19,204,7.2,.455,.383,.100,5.1,19.7,12.3,14.8,1.4,0.4,20.3,15.7,-0.2,0.1,-0.1,-0.022,-4.9,-0.9,-5.8,-0.2
255,255,197,Tim Hardaway,SG,26,TOT,59,1874,14.0,.527,.478,.294,1.7,10.1,5.8,12.9,1.3,0.3,8.8,25.5,1.1,0.8,1.9,.048,0.7,-2.9,-2.2,-0.1
256,256,197,Tim Hardaway,SG,26,NYK,46,1499,14.5,.531,.464,.321,1.8,9.8,5.6,13.3,1.3,0.3,8.9,25.7,1.1,0.5,1.6,.053,1.1,-3.0,-1.9,0.0
257,257,197,Tim Hardaway,SG,26,DAL,13,375,11.9,.510,.533,.187,1.4,11.4,6.5,11.1,1.3,0.2,8.4,24.6,0.0,0.3,0.2,.029,-0.9,-2.5,-3.4,-0.1
258,258,198,James Harden,SG,29,HOU,61,2279,30.4,.616,.545,.461,2.6,17.4,9.8,39.1,2.8,1.7,15.0,40.5,8.9,2.6,11.4,.241,10.5,0.6,11.2,7.6
259,259,199,Maurice Harkless,SF,25,POR,46,1030,12.5,.544,.324,.167,5.6,14.8,10.3,6.2,2.4,2.9,10.1,13.5,0.9,1.4,2.3,.106,-0.7,2.3,1.6,0.9
260,260,200,Montrezl Harrell,C,25,LAC,67,1768,23.0,.635,.018,.463,9.3,16.8,13.2,11.7,1.6,4.0,10.7,22.7,4.9,2.3,7.2,.194,2.5,1.7,4.2,2.8
261,261,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
262,262,201,Devin Harris,PG,35,DAL,52,783,10.6,.528,.555,.406,1.2,9.7,5.5,13.9,2.0,1.2,12.6,18.7,0.2,0.7,1.0,.061,-1.7,-0.7,-2.4,-0.1
263,263,202,Gary Harris,SG,24,DEN,40,1148,13.2,.528,.387,.252,2.7,8.4,5.5,12.6,1.6,1.2,8.5,21.0,1.1,1.0,2.1,.090,-0.2,-1.2,-1.4,0.2
264,264,203,Joe Harris,SG,27,BRK,63,1891,13.5,.644,.514,.168,2.4,10.3,6.4,12.7,0.8,0.6,13.3,17.1,3.1,1.3,4.4,.112,1.5,-0.7,0.8,1.3
265,265,204,Tobias Harris,PF-SF,26,TOT,67,2331,18.4,.610,.317,.248,2.3,21.1,12.0,12.4,0.9,1.1,10.0,23.1,4.3,2.3,6.6,.137,1.8,-0.4,1.3,1.9
266,266,204,Tobias Harris,PF,26,LAC,55,1903,18.4,.605,.302,.256,2.1,21.2,12.0,12.7,1.0,1.0,10.3,23.5,3.4,1.9,5.3,.133,1.8,-0.3,1.4,1.6
267,267,204,Tobias Harris,SF,26,PHI,12,428,18.5,.635,.387,.210,2.8,20.6,12.0,11.1,0.6,1.5,8.3,21.1,1.0,0.4,1.4,.155,1.8,-0.9,0.9,0.3
268,268,205,Andrew Harrison,SG-PG,24,TOT,17,187,5.8,.443,.472,.340,3.4,8.5,5.9,17.3,1.1,0.9,16.5,16.9,-0.1,0.0,-0.1,-0.025,-3.8,-2.7,-6.5,-0.2
269,269,205,Andrew Harrison,PG,24,MEM,1,5,4.6,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,-0.007,-4.1,-6.0,-10.1,0.0
270,270,205,Andrew Harrison,SG,24,CLE,10,144,6.6,.467,.359,.410,3.0,8.8,5.8,16.6,1.4,1.2,17.8,17.0,-0.1,0.0,-0.1,-0.020,-4.0,-2.2,-6.2,-0.2
271,271,205,Andrew Harrison,SG,24,NOP,6,38,3.1,.349,.833,.167,5.6,8.1,6.9,22.2,0.0,0.0,13.4,16.1,0.0,0.0,0.0,-0.046,-2.9,-4.3,-7.1,0.0
272,272,206,Shaquille Harrison,PG,25,CHI,58,995,11.9,.485,.254,.344,2.4,14.0,8.2,13.9,3.2,1.8,10.9,15.7,-0.1,1.2,1.1,.052,-2.9,1.6,-1.3,0.2
273,273,207,Josh Hart,SG,23,LAL,63,1626,9.5,.527,.585,.176,2.3,12.7,7.6,6.9,1.7,1.9,10.2,13.7,0.3,1.7,2.0,.059,-1.7,0.9,-0.8,0.5
274,274,208,Isaiah Hartenstein,PF,20,HOU,27,220,10.0,.562,.146,.341,10.4,13.6,12.0,8.9,1.6,4.7,21.6,11.9,0.2,0.2,0.4,.090,-2.9,1.9,-1.0,0.1
275,275,209,Udonis Haslem,C,38,MIA,7,28,-3.0,.286,.429,.000,3.8,26.9,15.4,0.0,0.0,0.0,22.2,13.7,-0.1,0.0,-0.1,-0.131,-13.0,-4.9,-17.9,-0.1
276,276,210,Gordon Hayward,PF,28,BOS,61,1581,15.1,.560,.390,.273,3.2,15.1,9.1,18.7,1.7,1.2,13.1,19.0,1.9,2.1,4.0,.122,0.0,0.7,0.6,1.0
277,277,211,John Henson,C,28,MIL,14,188,17.3,.553,.463,.149,9.3,28.4,19.4,10.2,1.7,4.9,14.4,18.6,0.1,0.4,0.6,.150,-1.6,3.1,1.5,0.2
278,278,212,Juan Hernangomez,PF,23,DEN,60,1265,11.5,.590,.572,.283,5.3,16.4,10.8,5.0,1.0,1.6,9.5,12.4,1.7,1.3,2.9,.111,-0.5,-0.2,-0.7,0.4
279,279,213,Willy Hernangomez,C,24,CHO,47,631,20.6,.589,.127,.473,15.7,27.7,21.6,10.4,0.8,2.0,13.6,22.5,1.4,0.7,2.1,.157,0.1,-0.9,-0.8,0.2
280,280,214,Mario Hezonja,SF,23,NYK,48,916,9.7,.474,.337,.218,2.3,18.5,10.1,8.3,2.4,0.6,12.6,20.5,-1.1,0.8,-0.2,-0.013,-4.2,-0.6,-4.8,-0.6
281,281,215,Isaiah Hicks,PF,24,NYK,1,4,13.8,.568,,,0.0,0.0,0.0,31.2,0.0,0.0,0.0,9.3,0.0,0.0,0.0,.133,-4.2,-10.4,-14.6,0.0
282,282,216,Buddy Hield,SG,26,SAC,65,2082,17.6,.594,.466,.150,4.3,12.6,8.4,11.5,0.9,1.1,9.9,25.2,3.4,1.4,4.8,.111,3.1,-1.9,1.2,1.7
283,283,217,Haywood Highsmith,SF,22,PHI,2,9,17.3,.750,1.000,.000,0.0,11.5,5.9,29.9,0.0,0.0,0.0,9.3,0.0,0.0,0.0,.229,3.4,-4.9,-1.5,0.0
284,284,218,Nene Hilario,C,36,HOU,34,447,13.5,.597,.022,.409,6.6,19.9,13.0,6.5,1.8,2.7,7.6,11.5,0.8,0.5,1.3,.138,-2.4,1.0,-1.4,0.1
285,285,219,George Hill,PG,32,TOT,47,1037,11.6,.544,.404,.202,3.1,8.2,5.8,14.4,2.0,0.6,11.5,14.3,1.0,1.0,2.1,.095,-0.8,-0.3,-1.0,0.3
286,286,219,George Hill,PG,32,CLE,13,344,13.5,.604,.262,.187,3.7,5.1,4.4,16.5,1.7,0.2,14.7,17.3,0.5,0.0,0.5,.066,0.3,-2.7,-2.4,0.0
287,287,219,George Hill,PG,32,MIL,34,693,10.6,.507,.491,.211,2.8,9.8,6.5,13.4,2.1,0.7,9.5,12.8,0.5,1.0,1.6,.110,-1.3,0.9,-0.4,0.3
288,288,220,Solomon Hill,SF,27,NOP,36,724,6.8,.490,.549,.203,4.6,11.2,7.9,7.4,1.2,0.9,14.2,9.6,0.1,0.4,0.5,.034,-1.9,0.0,-2.0,0.0
289,289,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
290,290,221,Aaron Holiday,PG,22,IND,40,458,11.6,.491,.490,.170,1.0,12.1,6.7,18.1,1.6,2.3,11.5,23.2,-0.2,0.6,0.5,.049,-2.2,-0.8,-3.0,-0.1
291,291,222,Jrue Holiday,SG,28,NOP,67,2402,19.6,.555,.313,.234,3.3,11.1,7.3,31.7,2.1,1.8,14.1,25.5,3.8,2.0,5.8,.116,3.0,0.0,3.0,3.0
292,292,223,Justin Holiday,SG,29,TOT,67,2124,9.2,.502,.601,.120,1.7,12.2,6.9,8.5,2.2,1.3,11.6,15.5,-1.0,2.1,1.2,.027,-1.8,0.8,-1.0,0.5
293,293,223,Justin Holiday,SG,29,CHI,38,1325,11.0,.531,.685,.117,1.6,12.4,7.0,9.2,2.5,1.4,10.2,15.3,0.2,1.2,1.4,.050,-0.1,0.9,0.8,0.9
294,294,223,Justin Holiday,SG,29,MEM,29,799,6.3,.451,.457,.126,1.9,12.0,6.9,7.4,1.9,1.2,13.8,15.9,-1.2,1.0,-0.2,-0.012,-4.6,0.6,-4.0,-0.4
295,295,224,John Holland,SF,30,CLE,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.032,-6.4,-1.0,-7.4,0.0
296,296,225,Rondae Hollis-Jefferson,SF,24,BRK,53,1141,12.1,.466,.108,.384,6.6,18.9,12.8,11.5,1.5,1.7,10.4,21.0,-0.3,1.4,1.1,.046,-4.2,1.0,-3.3,-0.4
297,297,226,Richaun Holmes,C,25,PHO,61,1006,20.8,.656,.000,.451,10.9,19.7,15.2,7.8,1.7,5.9,11.0,17.5,2.7,1.0,3.7,.175,0.1,1.8,1.9,1.0
298,298,227,Rodney Hood,SG,26,TOT,58,1511,12.5,.544,.351,.243,1.4,8.3,4.8,10.4,1.6,0.4,6.6,18.4,1.8,0.2,2.0,.063,-0.2,-2.4,-2.6,-0.2
299,299,227,Rodney Hood,SG,26,CLE,45,1234,13.0,.542,.335,.251,1.6,8.8,5.0,11.7,1.5,0.3,6.7,19.2,1.5,0.0,1.5,.060,-0.1,-2.7,-2.8,-0.2
300,300,227,Rodney Hood,SG,26,POR,13,277,10.3,.552,.440,.202,0.8,6.0,3.5,4.9,1.9,0.6,6.2,14.9,0.2,0.2,0.5,.079,-0.8,-1.2,-1.9,0.0
301,301,228,Al Horford,C,32,BOS,57,1638,19.9,.601,.297,.117,6.8,18.6,12.7,20.6,1.4,4.2,12.3,18.6,3.6,2.6,6.2,.183,2.0,3.1,5.0,2.9
302,302,229,Danuel House,SF,25,HOU,25,620,12.5,.631,.645,.355,3.5,12.8,8.0,6.1,1.1,1.4,11.4,14.1,1.0,0.3,1.3,.104,0.1,-1.3,-1.2,0.1
303,303,230,Dwight Howard,C,33,WAS,9,230,17.4,.638,.000,.696,11.2,28.5,19.7,2.5,1.4,1.5,15.1,19.6,0.4,0.2,0.6,.125,-3.0,-2.3,-5.3,-0.2
304,304,231,Kevin Huerter,SG,20,ATL,61,1656,9.6,.534,.552,.105,2.8,10.0,6.3,14.1,1.5,1.0,14.8,15.3,0.4,0.6,1.0,.030,-1.2,-1.1,-2.2,-0.1
305,305,232,Chandler Hutchison,SF,22,CHI,44,895,8.8,.507,.239,.182,3.8,18.9,11.3,5.4,1.2,0.6,10.0,12.3,0.0,0.6,0.6,.033,-3.9,-0.3,-4.2,-0.5
306,306,233,Serge Ibaka,C,29,TOR,62,1750,18.3,.575,.192,.207,8.5,22.5,15.6,8.1,0.8,4.0,10.8,22.5,2.5,2.6,5.1,.140,-0.5,1.4,0.9,1.3
307,307,234,Andre Iguodala,SF,35,GSW,57,1342,13.5,.594,.481,.248,3.1,13.7,8.6,16.8,1.8,2.9,12.8,10.4,2.2,1.5,3.6,.130,0.4,1.7,2.1,1.4
308,308,235,Ersan Ilyasova,PF,31,MIL,54,957,12.9,.555,.409,.179,9.7,16.1,13.1,6.2,1.4,1.2,10.0,16.2,1.3,1.5,2.8,.139,-0.6,0.1,-0.5,0.4
309,309,236,Joe Ingles,SF,31,UTA,65,2064,12.7,.565,.584,.174,1.4,11.9,6.7,24.3,1.9,0.7,17.8,17.2,1.5,2.7,4.2,.098,0.5,0.8,1.3,1.7
310,310,237,Brandon Ingram,SF,21,LAL,52,1760,13.6,.555,.129,.396,2.5,13.0,7.9,12.9,0.7,1.4,13.1,23.2,0.7,1.3,2.0,.055,-2.1,-0.7,-2.8,-0.4
311,311,238,Kyrie Irving,PG,26,BOS,55,1804,24.9,.603,.338,.194,3.6,12.4,8.0,35.5,2.3,1.3,11.8,29.1,5.5,2.5,8.0,.213,6.3,0.5,6.8,4.0
312,312,239,Jonathan Isaac,PF,21,ORL,61,1615,13.0,.543,.404,.234,5.0,17.0,10.9,5.3,1.5,4.2,10.7,16.2,0.7,2.4,3.1,.092,-2.1,2.2,0.0,0.8
313,313,240,Wesley Iwundu,SF,24,ORL,53,931,7.9,.510,.270,.372,3.1,13.3,8.1,7.4,1.1,1.6,12.9,13.5,0.0,1.0,1.0,.051,-4.1,0.6,-3.5,-0.4
314,314,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
315,315,241,Demetrius Jackson,PG,24,PHI,6,39,21.0,.656,.400,.267,5.6,2.7,4.1,19.8,2.4,0.0,5.6,19.1,0.2,0.0,0.2,.234,4.4,-3.3,1.1,0.0
316,316,242,Frank Jackson,PG,20,NOP,53,899,8.9,.514,.382,.151,2.5,10.3,6.4,7.1,1.1,0.1,9.6,17.6,0.0,0.4,0.4,.019,-2.4,-2.6,-4.9,-0.7
317,317,243,Jaren Jackson,PF,19,MEM,58,1515,16.5,.591,.241,.334,5.4,15.1,10.2,7.3,1.7,5.2,12.7,23.0,1.2,2.4,3.6,.113,-1.3,1.7,0.4,0.9
318,318,244,Josh Jackson,SG,21,PHO,67,1612,10.3,.483,.260,.257,3.7,15.5,9.5,14.5,1.9,2.3,16.8,24.4,-2.6,1.0,-1.7,-0.049,-4.7,-0.4,-5.1,-1.3
319,319,245,Justin Jackson,SF,23,TOT,64,1236,10.0,.541,.532,.172,2.4,11.3,6.8,7.7,1.0,0.9,5.8,13.3,1.1,0.8,1.9,.074,-1.0,-0.8,-1.9,0.0
320,320,245,Justin Jackson,SF,23,SAC,52,1083,10.1,.546,.539,.169,2.3,11.7,6.9,8.1,1.0,1.0,6.5,12.9,1.0,0.7,1.7,.075,-0.9,-0.6,-1.5,0.1
321,321,245,Justin Jackson,SF,23,DAL,12,153,9.8,.514,.491,.189,2.8,9.1,6.0,5.0,0.9,0.0,1.7,16.3,0.1,0.1,0.2,.063,-1.9,-2.8,-4.6,-0.1
322,322,246,Reggie Jackson,PG,28,DET,64,1838,15.3,.557,.453,.234,2.1,8.2,5.1,24.1,1.2,0.3,11.2,23.3,3.0,1.5,4.5,.118,2.0,-1.7,0.3,1.1
323,323,247,LeBron James,SF,34,LAL,48,1699,25.9,.593,.305,.393,3.1,21.8,12.7,37.9,1.8,1.4,13.1,30.9,4.4,2.2,6.6,.187,6.2,1.8,8.0,4.3
324,324,248,Amile Jefferson,PF,25,ORL,5,20,13.8,.521,.000,1.000,10.6,27.2,18.8,0.0,2.4,0.0,0.0,12.6,0.0,0.0,0.1,.184,-5.5,-3.6,-9.2,0.0
325,325,249,John Jenkins,SG,27,TOT,12,126,9.2,.547,.465,.093,1.6,7.8,4.6,6.0,0.0,0.0,8.2,16.4,0.0,0.0,0.0,.002,-2.3,-4.5,-6.8,-0.2
326,326,249,John Jenkins,SG,27,WAS,4,14,20.4,1.500,1.000,.000,0.0,7.9,3.9,9.8,0.0,0.0,0.0,6.1,0.1,0.0,0.1,.199,7.4,-5.2,2.2,0.0
327,327,249,John Jenkins,SG,27,NYK,8,112,7.8,.503,.439,.098,1.8,7.7,4.7,5.5,0.0,0.0,8.6,17.7,0.0,0.0,-0.1,-0.022,-3.5,-4.4,-7.9,-0.2
328,328,250,Jonas Jerebko,PF,31,GSW,60,1046,13.3,.587,.529,.222,7.1,19.2,13.4,10.2,0.8,1.0,10.2,14.8,1.8,0.9,2.7,.126,0.7,-1.0,-0.4,0.4
329,329,251,Alize Johnson,PF,22,IND,11,32,-0.5,.255,.200,.400,3.6,23.8,13.9,0.0,0.0,2.8,0.0,16.1,-0.1,0.0,-0.1,-0.101,-12.8,-4.2,-17.1,-0.1
330,330,252,Amir Johnson,C,31,PHI,42,424,13.3,.598,.250,.281,8.6,20.1,14.5,16.6,1.6,2.0,22.2,18.3,0.3,0.6,0.9,.099,-1.5,0.9,-0.5,0.2
331,331,253,B.J. Johnson,SF,23,ATL,4,39,13.5,.654,.462,.000,5.4,16.7,10.9,0.0,2.4,0.0,13.3,15.7,0.0,0.0,0.1,.071,-2.7,-4.8,-7.5,-0.1
332,332,254,James Johnson,PF,31,MIA,41,854,10.9,.517,.374,.163,2.0,14.4,8.2,16.4,1.5,2.0,14.8,18.2,0.0,1.0,1.0,.058,-2.6,0.5,-2.0,0.0
333,333,255,Stanley Johnson,SF,22,TOT,57,1057,9.0,.465,.505,.141,3.2,17.3,10.1,9.9,2.5,1.0,14.0,19.1,-1.1,1.5,0.4,.018,-3.4,1.0,-2.4,-0.1
334,334,255,Stanley Johnson,SF,22,DET,48,961,9.8,.482,.519,.146,2.8,17.6,10.0,9.3,2.4,1.1,12.9,19.0,-0.7,1.4,0.7,.036,-3.0,1.1,-1.9,0.0
335,335,255,Stanley Johnson,SF,22,NOP,9,96,1.1,.277,.364,.091,7.7,15.0,11.4,15.4,2.9,0.0,24.3,19.4,-0.4,0.1,-0.3,-0.162,-8.0,0.2,-7.8,-0.1
336,336,256,Tyler Johnson,PG-SG,26,TOT,55,1462,12.7,.533,.493,.227,2.3,10.0,6.1,16.0,1.8,1.6,11.6,18.5,1.0,1.3,2.3,.076,-0.5,-0.4,-0.9,0.4
337,337,256,Tyler Johnson,PG,26,MIA,44,1123,12.4,.540,.509,.219,1.8,9.8,5.8,14.9,1.7,1.7,12.5,19.1,0.6,1.2,1.8,.076,-0.6,-0.2,-0.9,0.3
338,338,256,Tyler Johnson,SG,26,PHO,11,339,13.6,.505,.434,.255,3.9,10.8,7.2,19.6,2.0,1.5,7.8,16.2,0.4,0.1,0.5,.074,-0.1,-0.7,-0.8,0.1
339,339,257,Wesley Johnson,SF,31,TOT,35,512,5.8,.481,.610,.130,2.5,11.4,7.0,5.6,1.3,1.8,12.2,12.0,-0.2,0.3,0.1,.008,-3.2,-0.6,-3.8,-0.2
340,340,257,Wesley Johnson,SF,31,NOP,26,377,7.0,.517,.568,.102,2.8,12.0,7.5,5.2,1.5,1.5,11.5,11.4,0.0,0.3,0.3,.036,-2.3,-0.3,-2.7,-0.1
341,341,257,Wesley Johnson,SF,31,WAS,9,135,2.5,.394,.714,.200,1.6,9.9,5.7,6.5,0.7,2.5,13.6,13.8,-0.2,0.0,-0.2,-0.072,-5.6,-1.5,-7.1,-0.2
342,342,258,Nikola Jokic,C,23,DEN,64,2016,26.9,.593,.227,.323,10.0,27.1,18.5,37.9,2.2,1.8,15.7,27.4,6.6,3.4,10.0,.238,6.2,3.6,9.8,6.0
343,343,259,Damian Jones,C,23,GSW,24,410,15.4,.720,.000,.500,8.4,11.1,9.8,8.8,1.4,5.1,15.1,11.0,1.0,0.5,1.4,.169,0.6,2.3,2.9,0.5
344,344,260,Derrick Jones,SF,21,MIA,45,820,15.8,.580,.263,.354,10.4,14.6,12.5,4.2,2.0,3.6,10.8,16.4,1.1,1.2,2.4,.138,-0.7,1.2,0.5,0.5
345,345,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
346,346,261,Jalen Jones,SF,25,CLE,16,214,11.7,.548,.452,.435,5.5,12.4,8.8,4.9,2.1,0.8,9.8,16.8,0.2,0.1,0.3,.057,-1.2,-2.2,-3.4,-0.1
347,347,262,Terrence Jones,PF,27,HOU,2,5,-15.8,.225,.500,.250,0.0,92.3,44.8,0.0,0.0,0.0,18.4,47.2,-0.1,0.0,-0.1,-0.666,-36.1,-16.7,-52.8,-0.1
348,348,263,Tyus Jones,PG,22,MIN,52,1078,12.6,.465,.296,.171,1.5,7.9,4.7,26.4,2.9,0.3,9.9,13.3,1.0,0.8,1.8,.080,-1.0,-0.9,-1.9,0.0
349,349,264,DeAndre Jordan,C,30,TOT,60,1819,19.1,.681,.000,.605,11.6,36.1,23.9,9.8,1.0,3.1,20.5,14.7,3.7,2.9,6.6,.173,-1.0,3.2,2.2,2.0
350,350,264,DeAndre Jordan,C,30,DAL,50,1554,18.1,.672,.000,.613,11.2,36.1,23.7,9.6,1.0,2.9,21.3,14.4,2.7,2.5,5.3,.163,-1.4,3.4,2.0,1.6
351,351,264,DeAndre Jordan,C,30,NYK,10,265,24.7,.725,.000,.565,13.7,36.4,24.7,11.0,0.7,4.2,16.5,16.5,0.9,0.3,1.3,.229,1.0,2.2,3.2,0.3
352,352,265,Cory Joseph,PG,27,IND,66,1686,11.8,.503,.322,.076,2.2,13.1,7.8,20.8,1.9,0.9,12.4,14.1,1.0,2.4,3.4,.096,-1.3,1.1,-0.2,0.8
353,353,266,Frank Kaminsky,C,25,CHO,31,393,16.8,.607,.450,.318,7.1,17.5,12.2,13.0,0.6,1.3,13.6,21.7,0.7,0.2,0.9,.110,1.0,-2.1,-1.1,0.1
354,354,267,Enes Kanter,C,26,TOT,52,1276,21.8,.586,.049,.292,15.1,27.6,21.2,12.6,0.8,1.3,13.1,22.7,2.8,1.1,4.0,.149,1.1,-0.1,0.9,0.9
355,355,267,Enes Kanter,C,26,NYK,44,1128,21.8,.585,.047,.276,15.3,27.9,21.4,12.9,0.8,1.3,13.1,22.7,2.5,0.9,3.4,.146,1.2,-0.1,1.0,0.9
356,356,267,Enes Kanter,C,26,POR,8,148,21.1,.593,.068,.424,14.0,25.4,19.8,10.4,1.3,1.6,13.6,23.1,0.3,0.2,0.5,.173,0.3,-0.2,0.0,0.1
357,357,268,Luke Kennard,SG,22,DET,46,1013,12.8,.570,.513,.117,0.9,13.4,7.0,11.5,0.9,0.8,8.6,18.3,1.1,1.0,2.1,.098,-0.2,-0.8,-1.0,0.2
358,358,269,Michael Kidd-Gilchrist,PF,25,CHO,55,1056,13.7,.554,.131,.389,8.4,14.4,11.3,6.8,1.2,3.0,10.0,16.2,1.4,0.9,2.3,.104,-1.5,0.2,-1.3,0.2
359,359,270,George King,SF,25,PHO,1,6,1.9,,,,0.0,19.0,9.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.001,-8.8,-1.7,-10.5,0.0
360,360,271,Maxi Kleber,PF,27,DAL,57,1132,13.0,.574,.582,.182,6.4,15.0,10.7,6.6,1.2,4.9,11.6,13.7,1.1,1.4,2.5,.107,-0.8,2.3,1.4,1.0
361,361,272,Brandon Knight,PG,27,TOT,23,324,8.6,.471,.609,.183,1.3,7.1,4.1,16.6,1.1,0.0,8.1,18.2,0.0,0.0,0.0,.005,-1.8,-4.5,-6.3,-0.4
362,362,272,Brandon Knight,PG,27,HOU,12,118,0.8,.347,.681,.234,0.9,7.8,4.3,10.7,0.8,0.0,8.8,20.9,-0.3,0.0,-0.3,-0.119,-6.7,-4.9,-11.6,-0.3
363,363,272,Brandon Knight,PG,27,CLE,11,206,13.1,.559,.559,.147,1.6,6.7,4.0,20.0,1.2,0.0,7.7,16.7,0.4,0.0,0.3,.076,1.0,-4.3,-3.3,-0.1
364,364,273,Kevin Knox,PF,19,NYK,59,1650,8.0,.461,.390,.235,3.2,13.5,8.1,5.3,1.0,0.9,10.0,22.3,-2.0,0.7,-1.4,-0.039,-4.0,-2.5,-6.5,-1.9
365,365,274,Furkan Korkmaz,SG,21,PHI,46,654,11.7,.533,.594,.179,2.7,14.1,8.6,11.0,2.0,0.2,9.0,17.8,0.4,0.7,1.1,.084,-0.6,-1.2,-1.9,0.0
366,366,275,Luke Kornet,PF,23,NYK,34,537,14.4,.533,.689,.173,3.4,13.3,8.2,10.6,2.0,3.5,8.3,18.1,0.5,0.5,0.9,.082,0.4,0.1,0.5,0.3
367,367,276,Kyle Korver,SG-PF,37,TOT,59,1134,12.1,.608,.710,.164,0.7,12.5,6.6,8.2,0.8,0.8,10.7,18.3,1.1,0.9,2.1,.088,0.4,-1.8,-1.4,0.2
368,368,276,Kyle Korver,PF,37,CLE,16,251,11.3,.650,.711,.211,0.0,13.4,6.4,10.3,0.6,0.7,17.0,17.5,0.2,0.0,0.2,.044,-0.3,-3.5,-3.7,-0.1
369,369,276,Kyle Korver,SG,37,UTA,43,883,12.3,.597,.709,.153,0.9,12.3,6.6,7.7,0.9,0.8,9.1,18.6,0.9,1.0,1.9,.101,0.5,-1.3,-0.7,0.3
370,370,277,Kosta Koufos,C,29,SAC,32,381,12.3,.481,.000,.156,10.6,27.1,18.7,9.1,1.6,2.9,14.7,14.8,0.0,0.6,0.6,.073,-4.2,2.1,-2.1,0.0
371,371,278,Rodions Kurucs,SF,20,BRK,49,1009,12.3,.576,.384,.209,4.9,14.8,9.8,6.0,1.4,1.3,13.2,18.4,0.6,1.0,1.7,.080,-1.7,-0.2,-2.0,0.0
372,372,279,Kyle Kuzma,PF,23,LAL,60,1976,14.6,.556,.385,.226,3.0,14.4,8.9,11.1,0.8,0.9,10.3,23.8,1.4,1.6,2.9,.071,-0.1,-1.4,-1.5,0.2
373,373,280,Skal Labissiere,PF,22,TOT,17,122,6.0,.504,.367,.433,3.3,18.0,10.5,6.3,0.8,2.8,18.3,14.8,-0.1,0.1,0.0,.004,-5.5,0.0,-5.5,-0.1
374,374,280,Skal Labissiere,PF,22,SAC,13,113,7.0,.517,.367,.367,3.6,18.5,10.9,6.8,0.8,2.3,16.7,15.3,-0.1,0.1,0.1,.022,-4.7,-0.3,-5.0,-0.1
375,375,280,Skal Labissiere,PF,22,POR,4,9,-6.1,.000,,,0.0,11.6,5.9,0.0,0.0,8.9,53.2,8.8,-0.1,0.0,0.0,-0.218,-14.4,3.8,-10.6,0.0
376,376,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
377,377,281,Jeremy Lamb,SG,26,CHO,63,1804,16.8,.551,.330,.266,2.9,18.4,10.5,11.7,1.7,1.1,7.3,22.3,2.4,1.7,4.1,.109,0.3,-0.7,-0.4,0.7
378,378,282,Zach LaVine,SG,23,CHI,60,2071,18.8,.573,.282,.325,1.9,12.7,7.3,22.6,1.3,1.1,14.0,30.6,1.7,1.2,2.9,.067,1.7,-1.6,0.1,1.1
379,379,283,Jake Layman,SF,24,POR,55,1023,14.8,.618,.435,.137,5.3,13.0,9.2,5.6,1.2,2.0,9.4,15.9,1.8,0.9,2.7,.126,0.9,-0.5,0.5,0.6
380,380,284,T.J. Leaf,PF,21,IND,45,401,15.2,.577,.197,.159,7.4,18.1,12.9,6.5,0.6,2.7,6.6,16.5,0.6,0.5,1.1,.136,-1.6,-0.3,-1.9,0.0
